Date,Mean1990s,Mean2000s,Mean2010s,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
6/25,14.2214,14.4899,14.5144,14.117,14.006,13.697,14.001,14.537,14.122,14.707,14.053,14.348,14.626,14.635,14.326,13.455,14.774,14.752,14.391,14.333,14.304,15.051,14.878,15.479,14.06,14.526,15.017,15.796,15.421,14.171,13.314,13.919,13.441,14.146,14.568,12.95,11.727
6/26,14.3298,14.544,14.6153,14.231,14.091,13.922,14.081,14.693,14.241,14.737,14.176,14.446,14.68,14.598,14.361,13.594,14.917,14.784,14.406,14.412,14.333,15.109,14.926,15.614,14.099,14.615,15.146,15.907,15.509,14.243,13.398,14.022,13.6,14.236,14.698,13.09,11.846
6/27,14.4104,14.5977,14.6989,14.224,14.154,14.072,14.185,14.7,14.363,14.799,14.32,14.497,14.79,14.649,14.436,13.634,14.979,14.857,14.478,14.507,14.366,15.09,14.981,15.67,14.226,14.76,15.221,15.984,15.612,14.31,13.456,14.087,13.663,14.337,14.883,13.261,11.894
6/28,14.4658,14.6787,14.7955,14.237,14.155,14.209,14.27,14.723,14.4,14.795,14.371,14.547,14.951,14.753,14.595,13.676,15.062,14.987,14.511,14.63,14.495,15.157,14.921,15.733,14.287,14.891,15.34,16.084,15.743,14.429,13.555,14.188,13.705,14.418,14.94,13.365,11.917
6/29,14.5459,14.7489,14.9078,14.289,14.223,14.284,14.441,14.781,14.461,14.815,14.449,14.641,15.075,14.864,14.67,13.855,15.155,15.071,14.569,14.744,14.507,15.098,14.956,15.838,14.358,14.983,15.488,16.153,15.866,14.52,13.714,14.342,13.816,14.49,14.948,13.459,11.98
6/30,14.6225,14.8413,14.9943,14.378,14.268,14.358,14.625,14.847,14.541,14.851,14.486,14.689,15.182,15.002,14.716,13.977,15.252,15.156,14.698,14.835,14.604,15.17,15.003,15.915,14.428,15.013,15.5,16.306,15.968,14.656,13.805,14.459,13.893,14.541,14.985,13.605,12.163
7/1,14.7209,14.9345,15.0677,14.469,14.418,14.53,14.686,14.933,14.665,14.922,14.523,14.791,15.272,15.127,14.821,14.061,15.333,15.197,14.831,14.925,14.785,15.155,15.11,16.004,14.496,15.05,15.575,16.401,15.979,14.759,13.883,14.588,13.942,14.614,15.071,13.679,12.326
7/2,14.7665,15.034,15.1457,14.553,14.423,14.474,14.725,14.964,14.792,14.961,14.656,14.784,15.333,15.198,14.933,14.104,15.461,15.27,14.977,14.994,14.925,15.239,15.239,16.084,14.595,15.122,15.607,16.449,16.042,14.851,14.027,14.694,13.986,14.687,15.218,13.81,12.304
7/3,14.8566,15.1036,15.2109,14.604,14.452,14.489,14.824,15.055,14.91,15.065,14.837,14.965,15.365,15.213,15.045,14.17,15.511,15.403,15.016,15.04,14.974,15.369,15.295,16.089,14.632,15.311,15.672,16.512,16.101,14.819,14.172,14.744,14.057,14.804,15.345,13.925,12.308
7/4,14.9617,15.1487,15.2841,14.75,14.472,14.6,14.946,15.201,14.974,15.203,14.987,15.092,15.392,15.401,15.097,14.318,15.556,15.44,14.957,15.086,14.942,15.421,15.269,16.174,14.668,15.332,15.755,16.601,16.198,14.854,14.264,14.83,14.165,14.956,15.392,13.967,12.301
7/5,15.0208,15.2113,15.3834,14.777,14.599,14.728,14.937,15.365,15.027,15.217,15.057,15.084,15.417,15.476,15.079,14.469,15.609,15.442,15.028,15.226,14.94,15.48,15.364,16.271,14.682,15.441,15.914,16.627,16.332,14.996,14.369,14.885,14.317,15.066,15.506,14.056,12.332
7/6,15.0772,15.3178,15.4747,14.792,14.612,14.755,14.985,15.548,15.081,15.236,15.123,15.161,15.479,15.585,15.162,14.639,15.75,15.498,15.156,15.389,14.994,15.555,15.45,16.379,14.768,15.584,15.988,16.627,16.397,15.148,14.478,14.98,14.398,15.126,15.648,14.133,12.363
7/7,15.1706,15.4196,15.5557,14.836,14.705,14.93,15.08,15.643,15.147,15.349,15.164,15.294,15.558,15.685,15.291,14.737,15.753,15.577,15.294,15.492,15.106,15.66,15.601,16.423,14.776,15.649,16.139,16.632,16.467,15.413,14.574,15.038,14.446,15.159,15.74,14.173,12.505
7/8,15.2546,15.488,15.6255,14.877,14.789,15.232,15.098,15.611,15.164,15.423,15.246,15.374,15.732,15.73,15.385,14.751,15.836,15.661,15.322,15.64,15.172,15.631,15.752,16.433,14.747,15.759,16.232,16.642,16.526,15.559,14.653,15.127,14.577,15.249,15.841,14.315,12.667
7/9,15.3228,15.5678,15.6828,14.909,14.858,15.376,15.247,15.604,15.231,15.416,15.303,15.447,15.837,15.861,15.457,14.776,15.892,15.824,15.396,15.624,15.332,15.602,15.914,16.485,14.821,15.883,16.33,16.533,16.609,15.604,14.632,15.284,14.647,15.325,15.83,14.387,12.852
7/10,15.4144,15.6381,15.7601,15.03,14.974,15.431,15.492,15.667,15.37,15.485,15.345,15.441,15.909,15.829,15.541,14.85,16.024,15.969,15.454,15.689,15.421,15.566,16.038,16.586,14.936,15.968,16.435,16.489,16.666,15.683,14.722,15.344,14.772,15.417,15.913,14.532,12.864
7/11,15.4888,15.7053,15.8526,15.106,15.011,15.586,15.589,15.76,15.416,15.568,15.432,15.458,15.962,15.786,15.636,14.961,16.025,16.132,15.601,15.736,15.385,15.669,16.122,16.683,15.094,16.078,16.511,16.494,16.756,15.795,14.804,15.405,14.906,15.391,15.881,14.616,12.944
7/12,15.6105,15.8003,15.9522,15.276,15.061,15.709,15.779,15.887,15.53,15.721,15.573,15.49,16.079,15.771,15.607,15.136,16.036,16.291,15.871,15.788,15.417,15.817,16.269,16.816,15.302,16.163,16.519,16.665,16.761,15.907,14.889,15.494,15.006,15.414,15.922,14.627,13.06
7/13,15.6991,15.8837,16.0202,15.351,15.122,15.795,15.849,15.995,15.566,15.862,15.712,15.556,16.183,15.868,15.635,15.224,16.122,16.297,16.043,15.913,15.488,15.897,16.35,16.942,15.383,16.171,16.692,16.712,16.7,15.992,14.969,15.601,15.04,15.455,16.072,14.657,13.187
7/14,15.7723,15.9596,16.0692,15.428,15.198,15.799,15.883,16.11,15.7,15.911,15.806,15.665,16.223,15.937,15.72,15.336,16.18,16.294,16.123,15.902,15.636,16.118,16.35,17.002,15.415,16.204,16.768,16.76,16.7,16.047,14.992,15.662,15.142,15.57,16.223,14.661,13.27
7/15,15.851,16.0179,16.1272,15.453,15.329,15.912,15.811,16.275,15.754,16.021,15.873,15.86,16.222,15.961,15.789,15.487,16.229,16.335,16.184,15.919,15.784,16.171,16.32,17.013,15.57,16.268,16.802,16.803,16.746,16.067,15.009,15.695,15.299,15.633,16.386,14.782,13.403
7/16,15.9401,16.097,16.1982,15.503,15.451,16.023,15.881,16.391,15.732,16.198,15.941,16.008,16.273,16.082,15.779,15.481,16.351,16.406,16.186,16.033,15.883,16.27,16.499,17.011,15.789,16.386,16.917,16.845,16.758,16.08,15.068,15.712,15.416,15.634,16.547,14.855,13.636
7/17,16.0116,16.1583,16.2612,15.601,15.546,16.031,15.914,16.476,15.722,16.35,15.992,16.101,16.383,16.121,15.775,15.497,16.466,16.45,16.287,16.11,15.949,16.29,16.638,17.011,15.849,16.481,16.899,16.873,16.744,16.109,15.198,15.828,15.62,15.726,16.633,15.065,13.773
7/18,16.0694,16.2184,16.3383,15.694,15.63,16.129,15.893,16.525,15.711,16.438,16.024,16.198,16.452,16.158,15.804,15.598,16.564,16.525,16.382,16.173,16.038,16.368,16.574,17.044,15.985,16.564,16.893,17.017,16.809,16.113,15.369,15.89,15.699,15.813,16.739,15.207,13.825
7/19,16.1767,16.3031,16.4094,15.75,15.826,16.219,16.096,16.629,15.746,16.58,16.168,16.288,16.465,16.309,15.832,15.75,16.692,16.622,16.548,16.31,16.12,16.418,16.43,17.187,16.103,16.546,16.962,17.167,16.774,16.191,15.582,15.919,15.663,15.868,16.927,15.357,13.866
7/20,16.2783,16.3888,16.4669,15.933,15.963,16.31,16.158,16.793,15.859,16.673,16.259,16.321,16.514,16.306,15.939,15.871,16.745,16.718,16.659,16.429,16.257,16.527,16.437,17.252,16.256,16.541,17.112,17.276,16.801,16.2,15.702,15.953,15.576,15.977,16.809,15.386,13.993
7/21,16.3712,16.4741,16.5409,15.99,16.158,16.455,16.158,16.938,15.926,16.709,16.379,16.386,16.613,16.342,16.053,15.945,16.873,16.747,16.744,16.521,16.411,16.613,16.492,17.242,16.418,16.577,17.253,17.411,16.853,16.184,15.84,15.979,15.652,15.977,16.894,15.4,14.092
7/22,16.4821,16.5339,16.6176,16.117,16.377,16.516,16.262,17.044,16.083,16.813,16.439,16.422,16.748,16.313,16.162,16.03,16.97,16.798,16.776,16.638,16.553,16.546,16.553,17.233,16.459,16.623,17.316,17.52,16.881,16.231,15.969,16.141,15.803,16.114,17.064,15.483,14.074
7/23,16.5532,16.6141,16.6813,16.173,16.446,16.571,16.393,17.097,16.234,16.75,16.545,16.411,16.912,16.429,16.302,16.056,17.022,16.856,16.836,16.814,16.701,16.507,16.618,17.252,16.476,16.784,17.242,17.639,16.919,16.359,15.996,16.211,15.935,16.222,17.186,15.504,14.118
7/24,16.638,16.6873,16.747,16.213,16.44,16.672,16.529,17.177,16.403,16.706,16.672,16.548,17.02,16.494,16.376,16.192,17.085,16.836,16.934,16.925,16.85,16.494,16.687,17.238,16.52,16.871,17.287,17.757,17.039,16.471,16.039,16.242,16.006,16.272,17.254,15.436,14.196
7/25,16.6947,16.7279,16.8496,16.301,16.463,16.671,16.577,17.198,16.482,16.819,16.76,16.651,17.025,16.566,16.431,16.298,17.129,16.807,16.989,17.005,16.91,16.404,16.74,17.318,16.662,17.006,17.393,17.822,17.186,16.576,16.074,16.287,16.172,16.383,17.288,15.452,14.323
7/26,16.7637,16.7707,16.952,16.341,16.482,16.82,16.66,17.168,16.508,16.927,16.868,16.792,17.071,16.597,16.579,16.331,17.134,16.861,17.023,17.012,16.904,16.428,16.838,17.391,16.87,17.112,17.545,17.916,17.257,16.626,16.277,16.32,16.206,16.426,17.336,15.479,14.362
7/27,16.8163,16.8344,17.0009,16.424,16.562,16.931,16.806,17.125,16.5,17.018,16.893,16.904,17,16.64,16.725,16.319,17.11,17.013,17.135,17.037,17.002,16.455,16.908,17.44,16.918,17.053,17.66,17.883,17.376,16.687,16.355,16.428,16.209,16.525,17.428,15.56,14.448
7/28,16.868,16.9124,17.0723,16.488,16.546,17.027,16.792,17.223,16.564,17.088,16.933,17.049,16.97,16.781,16.907,16.362,17.205,17.069,17.156,17.023,17.077,16.58,16.964,17.492,16.967,17.111,17.728,17.963,17.437,16.774,16.471,16.453,16.327,16.593,17.438,15.686,14.55
7/29,16.8988,16.9885,17.1262,16.555,16.632,17.037,16.75,17.227,16.656,17.049,16.951,17.11,17.021,16.998,16.849,16.332,17.208,17.201,17.266,17.024,17.166,16.782,17.059,17.581,17.025,17.125,17.808,17.996,17.437,16.755,16.564,16.526,16.445,16.552,17.482,15.786,14.678
7/30,16.9617,17.0597,17.1915,16.675,16.744,16.987,16.809,17.283,16.763,17.112,17.025,17.084,17.135,17.191,16.845,16.35,17.261,17.35,17.315,17.063,17.214,16.916,17.092,17.701,17.011,17.187,18.003,18.086,17.339,16.831,16.65,16.66,16.447,16.619,17.522,15.9,14.707
7/31,16.9933,17.1176,17.2729,16.73,16.774,16.982,16.892,17.263,16.844,17.12,17.055,17.108,17.165,17.275,16.852,16.425,17.329,17.419,17.404,17.058,17.293,16.992,17.129,17.784,17.136,17.288,18.108,18.16,17.442,16.924,16.606,16.79,16.491,16.797,17.475,16.025,14.732
8/1,17.0206,17.1609,17.3065,16.776,16.878,17.01,16.824,17.287,16.899,17.131,17.051,17.133,17.217,17.29,16.905,16.45,17.326,17.414,17.566,17.066,17.29,17.053,17.249,17.823,17.166,17.432,18.137,18.272,17.409,16.893,16.539,16.844,16.55,16.803,17.464,16.119,14.798
8/2,17.0787,17.2232,17.3685,16.927,16.99,17.069,16.745,17.246,17.017,17.237,17.12,17.165,17.271,17.476,17.055,16.512,17.333,17.433,17.553,17.116,17.345,17.019,17.39,17.888,17.268,17.553,18.129,18.263,17.466,16.962,16.52,16.975,16.661,16.848,17.503,16.243,14.824
8/3,17.106,17.288,17.4183,17.006,16.967,17.156,16.717,17.226,17.099,17.297,17.101,17.184,17.307,17.595,17.092,16.64,17.432,17.491,17.513,17.148,17.476,17.088,17.405,17.932,17.347,17.598,18.176,18.415,17.482,16.983,16.514,17.002,16.734,16.898,17.535,16.349,14.84
8/4,17.1608,17.3126,17.4757,17.019,17.031,17.31,16.777,17.28,17.14,17.31,17.148,17.27,17.323,17.705,17.24,16.601,17.325,17.466,17.573,17.151,17.478,17.106,17.481,18.004,17.477,17.736,18.184,18.637,17.468,17.059,16.552,16.931,16.709,16.879,17.594,16.525,14.903
8/5,17.2114,17.3383,17.53,17.098,17.14,17.35,16.817,17.342,17.151,17.329,17.123,17.358,17.406,17.833,17.172,16.629,17.271,17.453,17.67,17.233,17.374,17.187,17.561,18.136,17.5,17.78,18.136,18.625,17.591,17.123,16.669,16.946,16.794,16.95,17.64,16.616,14.918
8/6,17.2688,17.3753,17.566,17.166,17.243,17.443,16.759,17.425,17.289,17.395,17.024,17.471,17.473,17.964,17.198,16.563,17.278,17.467,17.684,17.335,17.378,17.26,17.626,18.24,17.494,17.801,18.021,18.578,17.534,17.161,16.841,17.001,16.989,17.007,17.752,16.66,14.937
8/7,17.3518,17.4381,17.6292,17.273,17.453,17.446,16.816,17.484,17.38,17.459,17.045,17.574,17.588,18.029,17.265,16.524,17.298,17.665,17.736,17.376,17.383,17.414,17.691,18.271,17.547,17.847,18.071,18.64,17.597,17.217,16.881,17.109,17.112,17.086,17.812,16.682,14.985
8/8,17.4138,17.5106,17.6865,17.28,17.543,17.49,16.943,17.519,17.461,17.423,17.226,17.587,17.666,18.095,17.317,16.615,17.397,17.773,17.683,17.5,17.499,17.449,17.778,18.359,17.536,17.852,18.122,18.739,17.666,17.276,16.889,17.236,17.19,17.259,17.807,16.621,14.99
8/9,17.488,17.574,17.7411,17.385,17.704,17.554,17.053,17.521,17.652,17.36,17.311,17.602,17.738,18.119,17.317,16.749,17.495,17.722,17.727,17.652,17.566,17.486,17.907,18.445,17.534,17.906,18.301,18.769,17.67,17.424,16.953,17.2,17.209,17.352,17.856,16.67,14.975
8/10,17.5451,17.5892,17.7886,17.389,17.815,17.587,17.171,17.581,17.759,17.41,17.345,17.546,17.848,18.165,17.321,16.783,17.519,17.669,17.706,17.677,17.529,17.584,17.939,18.488,17.57,17.94,18.432,18.801,17.637,17.563,17.005,17.114,17.336,17.395,17.901,16.696,15.019
8/11,17.5678,17.6376,17.8283,17.322,17.897,17.532,17.17,17.554,17.794,17.557,17.359,17.607,17.886,18.175,17.332,16.815,17.454,17.731,17.744,17.773,17.587,17.744,18.021,18.619,17.572,18.007,18.52,18.819,17.647,17.616,17.019,17.127,17.337,17.512,17.864,16.702,15.012
8/12,17.6174,17.678,17.8588,17.339,17.864,17.582,17.208,17.504,17.936,17.53,17.45,17.765,17.996,18.19,17.367,16.893,17.44,17.776,17.705,17.836,17.591,17.842,18.14,18.679,17.646,18.036,18.564,18.86,17.634,17.653,16.997,17.113,17.406,17.614,17.941,16.737,15.078
8/13,17.6812,17.7114,17.9222,17.454,17.888,17.66,17.194,17.594,17.992,17.57,17.585,17.831,18.044,18.202,17.395,16.864,17.466,17.857,17.842,17.889,17.569,17.902,18.128,18.781,17.733,18.056,18.7,18.909,17.648,17.772,17.009,17.216,17.398,17.656,18.048,16.757,15.099
8/14,17.7225,17.7412,17.9753,17.52,17.926,17.706,17.22,17.687,17.96,17.619,17.67,17.824,18.093,18.197,17.452,16.894,17.424,17.984,17.923,17.882,17.511,17.923,18.222,18.82,17.781,18.068,18.746,19.046,17.613,17.833,17.112,17.276,17.458,17.757,18.112,16.857,15.132
8/15,17.7805,17.7779,18.0202,17.571,18.101,17.801,17.359,17.721,17.867,17.735,17.721,17.885,18.044,18.318,17.615,16.954,17.436,18.026,17.895,17.934,17.488,17.855,18.258,18.943,17.852,18.087,18.776,19.097,17.602,17.827,17.163,17.36,17.495,17.725,18.091,16.941,15.253
8/16,17.8298,17.8181,18.0336,17.618,18.038,17.929,17.448,17.806,17.923,17.808,17.815,17.94,17.973,18.43,17.663,16.962,17.487,18.149,17.947,18.043,17.451,17.794,18.255,18.842,17.908,18.098,18.747,19.014,17.621,17.93,17.241,17.365,17.57,17.753,18.068,16.947,15.551
8/17,17.8433,17.8405,18.0534,17.651,18.032,17.873,17.508,17.774,17.957,17.842,17.922,17.908,17.966,18.397,17.698,16.886,17.588,18.067,17.97,18.226,17.48,17.816,18.277,18.833,17.937,18.084,18.752,18.987,17.67,17.996,17.271,17.441,17.563,17.833,18.215,17.048,15.645
8/18,17.8457,17.8862,18.0727,17.775,17.901,17.835,17.578,17.697,17.935,17.843,17.965,17.962,17.966,18.477,17.662,16.945,17.62,18.03,18.064,18.324,17.607,17.813,18.32,18.837,17.993,18.089,18.734,19.006,17.641,18.034,17.239,17.532,17.622,17.921,18.33,17.111,15.653
8/19,17.8877,17.885,18.0968,17.819,17.797,17.833,17.715,17.68,17.957,17.86,18.045,18.069,18.102,18.491,17.574,17.047,17.633,18,18.1,18.404,17.571,17.736,18.294,18.755,18.022,18.123,18.885,19.05,17.61,18.048,17.267,17.539,17.669,18.011,18.418,17.082,15.669
8/20,17.9119,17.8994,18.1446,17.755,17.783,17.902,17.782,17.786,18.077,17.816,18.031,18.039,18.148,18.45,17.553,17.181,17.613,17.996,18.115,18.448,17.605,17.739,18.294,18.692,18.033,18.177,18.923,19.124,17.646,18.225,17.36,17.563,17.703,18.018,18.454,17.061,15.699
8/21,17.9694,17.9271,18.1853,17.766,17.824,17.977,17.908,17.929,18.123,17.802,18.067,18.093,18.205,18.447,17.554,17.222,17.616,18.11,18.042,18.576,17.6,17.719,18.385,18.78,18.128,18.174,18.952,19.15,17.693,18.241,17.48,17.555,17.7,18.078,18.471,17.135,15.793
8/22,18.0237,17.9478,18.2481,17.779,17.925,18.05,17.991,17.938,18.167,17.853,18.05,18.236,18.248,18.396,17.591,17.354,17.676,18.108,18.067,18.656,17.589,17.685,18.356,18.813,18.145,18.264,18.98,19.171,17.794,18.314,17.658,17.611,17.731,18.11,18.472,17.234,15.874
8/23,18.02,17.992,18.2917,17.761,17.838,18.067,17.908,18.075,18.174,17.858,18.025,18.25,18.244,18.394,17.618,17.448,17.727,18.259,18.135,18.663,17.642,17.684,18.35,18.85,18.101,18.291,19.022,19.166,17.848,18.335,17.734,17.738,17.832,18.187,18.497,17.344,15.932
8/24,18.0687,18.0398,18.2872,17.766,17.781,18.07,17.905,18.217,18.358,17.952,18.068,18.304,18.266,18.366,17.569,17.534,17.764,18.391,18.138,18.755,17.805,17.748,18.328,18.906,17.949,18.343,19.036,19.073,17.821,18.262,17.772,17.808,17.902,18.253,18.583,17.399,16.063
8/25,18.1206,18.1098,18.3036,17.839,17.825,18.126,17.936,18.32,18.261,18.121,18.103,18.336,18.339,18.454,17.484,17.538,17.819,18.568,18.203,18.796,17.99,17.86,18.386,18.917,17.896,18.344,19.077,19.003,17.929,18.26,17.782,17.87,17.958,18.314,18.686,17.516,16.068
8/26,18.1613,18.1304,18.3488,17.944,17.855,18.135,18.054,18.446,18.064,18.261,18.106,18.343,18.405,18.447,17.466,17.586,17.892,18.574,18.26,18.751,18.085,17.796,18.447,18.894,17.978,18.427,19.088,18.995,18.031,18.404,17.755,17.931,17.985,18.382,18.746,17.584,16.227
8/27,18.1813,18.1883,18.3762,17.993,17.936,18.021,18.179,18.524,18.016,18.277,18.095,18.353,18.419,18.467,17.569,17.66,17.969,18.572,18.31,18.843,18.221,17.734,18.538,18.845,18.039,18.501,19.09,19.091,18.079,18.503,17.668,17.937,18.009,18.487,18.773,17.564,16.238
8/28,18.1902,18.201,18.3917,18.042,17.988,17.985,18.244,18.604,17.922,18.262,18.084,18.35,18.421,18.444,17.505,17.728,17.948,18.609,18.244,18.957,18.276,17.793,18.506,18.836,18.116,18.529,19.062,19.19,18.126,18.51,17.677,17.872,17.999,18.517,18.774,17.545,16.243
8/29,18.2505,18.2179,18.4447,18.15,18.111,17.987,18.355,18.671,17.947,18.272,18.14,18.488,18.384,18.452,17.521,17.767,17.912,18.608,18.172,19.041,18.294,17.945,18.467,18.88,18.159,18.629,19.056,19.218,18.294,18.572,17.691,17.93,18.018,18.696,18.856,17.525,16.31
8/30,18.2888,18.2521,18.4741,18.221,18.153,18.009,18.457,18.762,17.924,18.385,18.211,18.436,18.33,18.455,17.508,17.833,17.944,18.614,18.158,19.009,18.376,18.106,18.518,18.876,18.216,18.619,19.089,19.234,18.392,18.581,17.758,17.918,18.058,18.608,18.893,17.454,16.391
8/31,18.3017,18.2789,18.4665,18.187,18.061,18.043,18.504,18.827,17.985,18.409,18.209,18.413,18.379,18.47,17.527,17.89,17.955,18.73,18.152,18.967,18.483,18.1,18.515,18.835,18.326,18.615,19.069,19.205,18.371,18.482,17.77,17.879,18.113,18.6,18.862,17.461,16.459
9/1,18.3067,18.3446,18.4854,18.182,17.969,18.072,18.485,18.737,17.968,18.468,18.33,18.435,18.421,18.579,17.596,18.041,17.93,18.782,18.207,19.031,18.517,18.162,18.601,18.833,18.436,18.632,19.126,19.183,18.402,18.487,17.751,17.818,18.186,18.495,18.814,17.571,16.545
9/2,18.3252,18.3662,18.5211,18.21,17.849,18.138,18.527,18.743,18.006,18.439,18.442,18.421,18.477,18.627,17.62,18.068,17.925,18.842,18.198,18.976,18.539,18.215,18.652,18.83,18.575,18.747,19.22,19.178,18.436,18.376,17.695,17.896,18.258,18.459,18.645,17.65,16.639
9/3,18.3381,18.3864,18.551,18.215,17.853,18.156,18.535,18.719,17.999,18.456,18.461,18.465,18.522,18.645,17.707,17.9,17.918,18.858,18.282,18.992,18.539,18.298,18.725,18.9,18.618,18.753,19.252,19.223,18.488,18.27,17.679,17.971,18.356,18.591,18.612,17.746,16.749
9/4,18.3711,18.4074,18.5889,18.247,17.962,18.195,18.514,18.744,18.038,18.456,18.515,18.487,18.553,18.629,17.848,17.841,17.905,18.941,18.318,18.949,18.584,18.283,18.776,18.904,18.645,18.849,19.22,19.3,18.559,18.272,17.794,17.965,18.381,18.529,18.658,17.714,16.87
9/5,18.3781,18.452,18.6012,18.232,17.908,18.19,18.55,18.752,18.052,18.526,18.564,18.524,18.483,18.64,17.798,17.886,18.003,19.054,18.41,18.917,18.713,18.263,18.836,18.91,18.6,18.814,19.194,19.346,18.586,18.337,17.92,17.936,18.369,18.583,18.545,17.793,16.929
9/6,18.4036,18.4654,18.5805,18.236,17.919,18.311,18.488,18.735,18.076,18.586,18.618,18.558,18.509,18.674,17.754,17.936,18.024,19.047,18.492,18.875,18.789,18.246,18.817,18.998,18.566,18.869,19.064,19.389,18.511,18.379,17.901,17.856,18.272,18.632,18.605,17.877,16.982
9/7,18.4341,18.5042,18.5832,18.141,18.141,18.319,18.47,18.677,18.086,18.654,18.648,18.609,18.596,18.798,17.8,17.973,18.044,19.093,18.56,18.915,18.827,18.207,18.825,18.936,18.567,18.908,19.083,19.326,18.578,18.414,17.93,17.816,18.274,18.702,18.676,17.859,16.988
9/8,18.4498,18.5417,18.598,18.116,18.224,18.355,18.426,18.599,18.099,18.734,18.692,18.605,18.648,18.943,17.904,18.041,18.083,19.124,18.612,18.896,18.797,18.22,18.797,18.953,18.541,19.002,19.122,19.341,18.548,18.464,18.016,17.798,18.195,18.703,18.774,17.917,16.938
9/9,18.4627,18.5546,18.6316,18.123,18.242,18.359,18.356,18.531,18.19,18.774,18.691,18.713,18.648,18.987,18.003,18.116,18.073,19.069,18.644,18.887,18.715,18.215,18.837,18.918,18.568,19.122,19.218,19.496,18.537,18.436,18.024,17.785,18.212,18.664,18.732,17.976,16.933
9/10,18.4878,18.5649,18.6451,18.07,18.301,18.395,18.405,18.52,18.271,18.808,18.711,18.815,18.582,18.958,18.149,18.062,18.05,19.059,18.687,18.888,18.728,18.161,18.907,18.919,18.561,19.242,19.32,19.541,18.555,18.326,18.015,17.742,18.23,18.769,18.713,18.004,16.94
9/11,18.5031,18.5735,18.6609,17.986,18.303,18.467,18.416,18.574,18.354,18.773,18.678,18.846,18.634,18.955,18.217,17.997,18.113,18.912,18.809,18.88,18.781,18.166,18.905,18.893,18.598,19.293,19.396,19.6,18.463,18.308,18.014,17.745,18.299,18.829,18.716,18.051,16.918
9/12,18.499,18.578,18.6693,18.014,18.319,18.43,18.425,18.564,18.379,18.686,18.609,18.965,18.599,18.936,18.2,17.921,18.189,18.897,18.865,18.912,18.833,18.124,18.903,18.916,18.678,19.334,19.384,19.683,18.49,18.171,18.09,17.691,18.256,18.891,18.684,18.168,16.95
9/13,18.5088,18.5971,18.6766,18.002,18.292,18.384,18.471,18.574,18.453,18.615,18.617,19.044,18.636,18.95,18.301,17.953,18.292,18.848,18.774,18.942,18.848,18.142,18.921,18.889,18.724,19.388,19.506,19.784,18.36,18.057,18.074,17.673,18.311,18.907,18.694,18.229,16.957
9/14,18.53,18.5951,18.6554,18.06,18.332,18.458,18.561,18.526,18.427,18.551,18.526,19.148,18.711,18.901,18.298,17.916,18.263,18.926,18.733,19.02,18.851,18.175,18.868,18.876,18.747,19.373,19.552,19.814,18.291,17.948,18.013,17.654,18.286,19.034,18.538,18.209,16.962
9/15,18.5321,18.5974,18.6657,18.075,18.322,18.302,18.618,18.565,18.401,18.551,18.527,19.244,18.716,18.9,18.224,17.866,18.21,18.886,18.797,19.126,18.855,18.243,18.867,18.791,18.771,19.391,19.513,19.89,18.257,17.907,17.994,17.725,18.418,19.006,18.479,18.202,16.902
9/16,18.5233,18.599,18.6965,18.081,18.278,18.205,18.646,18.512,18.417,18.62,18.536,19.226,18.712,18.821,18.229,17.835,18.233,18.877,18.782,19.183,18.91,18.184,18.936,18.742,18.809,19.343,19.472,19.966,18.362,17.926,18.034,17.879,18.432,18.954,18.455,18.137,16.836
9/17,18.5287,18.6279,18.7091,18.132,18.264,18.137,18.636,18.46,18.499,18.703,18.492,19.215,18.749,18.827,18.21,17.897,18.334,18.912,18.746,19.255,18.891,18.229,18.978,18.768,18.832,19.276,19.494,20.094,18.33,17.915,17.983,17.965,18.434,18.922,18.417,18.115,16.801
9/18,18.5561,18.63,18.7176,18.26,18.294,17.977,18.667,18.529,18.52,18.779,18.613,19.223,18.699,18.77,18.239,17.854,18.378,18.913,18.868,19.237,18.872,18.165,19.004,18.662,18.897,19.282,19.502,20.178,18.326,18.038,17.992,17.998,18.301,19,18.423,18.115,16.808
9/19,18.5685,18.6712,18.7034,18.265,18.366,17.851,18.672,18.558,18.662,18.795,18.675,19.172,18.669,18.834,18.368,17.81,18.467,18.924,18.858,19.226,18.932,18.186,19.107,18.52,18.91,19.327,19.482,20.168,18.339,18.058,17.906,18.125,18.199,18.964,18.371,18.132,16.85
9/20,18.5734,18.7119,18.7068,18.201,18.413,17.927,18.71,18.581,18.606,18.773,18.714,19.106,18.703,18.885,18.426,17.824,18.548,18.956,18.938,19.305,18.988,18.095,19.154,18.441,18.909,19.359,19.533,20.201,18.352,17.998,17.868,18.175,18.232,18.87,18.429,18.111,16.783
9/21,18.5899,18.732,18.7173,18.219,18.473,18.063,18.619,18.545,18.573,18.802,18.782,19.065,18.758,18.928,18.48,17.773,18.583,18.939,18.941,19.36,19.046,18.068,19.202,18.53,18.889,19.387,19.561,20.14,18.326,18.035,17.879,18.174,18.252,18.836,18.433,18.159,16.745
