Dates,Dates,MSLP,SIE,Unnamed: 3,Unnamed: 4,Unnamed: 5,year,day,month
12.0,6.0,3442.198863636363,12.350545454545454,,,,2017.0,6.0,12.0
12.0,7.0,3277.3775000000005,12.112363636363636,,,,2017.0,7.0,12.0
12.0,8.0,3246.833118181818,11.911,,,,2017.0,8.0,12.0
12.0,9.0,3251.9943090909087,11.69590909090909,,,,2017.0,9.0,12.0
12.0,10.0,3185.003509090909,11.403090909090908,,,,2017.0,10.0,12.0
12.0,11.0,3068.5362272727275,11.154181818181819,,,,2017.0,11.0,12.0
12.0,12.0,2883.3611545454546,10.877818181818181,,,,2017.0,12.0,12.0
12.0,13.0,2881.6739909090907,10.638727272727273,,,,2017.0,13.0,12.0
12.0,14.0,3060.611136363636,10.409999999999998,,,,2017.0,14.0,12.0
12.0,15.0,3092.405536363636,10.178000000000003,,,,2017.0,15.0,12.0
12.0,16.0,3021.894163636363,9.962,,,,2017.0,16.0,12.0
12.0,17.0,2858.0603636363635,9.746545454545455,,,,2017.0,17.0,12.0
12.0,18.0,2756.8700363636362,9.476454545454546,,,,2017.0,18.0,12.0
12.0,19.0,2752.520590909091,9.23390909090909,,,,2017.0,19.0,12.0
12.0,20.0,2690.386372727273,8.994,,,,2017.0,20.0,12.0
12.0,21.0,2735.6569545454545,8.767636363636363,,,,2017.0,21.0,12.0
12.0,22.0,2730.453481818182,8.510090909090911,,,,2017.0,22.0,12.0
12.0,23.0,2821.958818181818,8.264181818181818,,,,2017.0,23.0,12.0
12.0,24.0,2889.792618181818,8.013727272727273,,,,2017.0,24.0,12.0
12.0,25.0,3073.6825272727274,7.805454545454546,,,,2017.0,25.0,12.0
12.0,26.0,3122.2542727272726,7.596090909090908,,,,2017.0,26.0,12.0
12.0,27.0,3087.4541909090913,7.422181818181818,,,,2017.0,27.0,12.0
12.0,28.0,3114.1011818181814,7.244545454545453,,,,2017.0,28.0,12.0
12.0,29.0,2940.218381818182,7.066090909090909,,,,2017.0,29.0,12.0
12.0,30.0,2871.4250818181818,6.88909090909091,,,,2017.0,30.0,12.0
12.0,31.0,2841.0074199999995,6.9337,,,,2016.5,31.0,12.0
