,decade,month,Date,Extent,Month
34,1970,1979-01,2,6.945,1
35,1970,1979-01,4,6.837999999999999,1
36,1970,1979-01,6,6.638,1
37,1970,1979-01,8,6.27,1
38,1970,1979-01,10,6.138,1
39,1970,1979-01,12,5.952000000000001,1
40,1970,1979-01,14,5.564,1
41,1970,1979-01,16,5.379,1
42,1970,1979-01,18,5.233,1
43,1970,1979-01,20,4.984,1
44,1970,1979-01,22,4.609,1
45,1970,1979-01,24,4.397,1
46,1970,1979-01,26,4.184,1
47,1970,1979-01,28,4.004,1
48,1970,1979-01,30,3.898,1
49,1970,1979-02,1,3.7039999999999997,2
50,1970,1979-02,3,3.516,2
51,1970,1979-02,5,3.367,2
52,1970,1979-02,7,3.326,2
53,1970,1979-02,9,3.2119999999999997,2
54,1970,1979-02,11,3.043,2
55,1970,1979-02,13,3.049,2
56,1970,1979-02,15,2.9160000000000004,2
57,1970,1979-02,17,2.911,2
58,1970,1979-02,19,2.95,2
59,1970,1979-02,21,2.945,2
60,1970,1979-02,23,2.924,2
61,1970,1979-02,25,2.9960000000000004,2
62,1970,1979-02,27,3.116,2
63,1970,1979-03,1,3.248,3
64,1970,1979-03,3,3.0789999999999997,3
65,1970,1979-03,5,3.228,3
66,1970,1979-03,7,3.3080000000000003,3
67,1970,1979-03,9,3.366,3
68,1970,1979-03,11,3.443,3
69,1970,1979-03,13,3.594,3
70,1970,1979-03,15,3.721,3
71,1970,1979-03,17,3.832,3
72,1970,1979-03,19,4.091,3
73,1970,1979-03,21,4.248,3
74,1970,1979-03,23,4.5,3
75,1970,1979-03,25,4.8180000000000005,3
76,1970,1979-03,27,4.894,3
77,1970,1979-03,29,5.207999999999999,3
78,1970,1979-03,31,5.4110000000000005,3
79,1970,1979-04,2,5.649,4
80,1970,1979-04,4,5.8260000000000005,4
81,1970,1979-04,6,6.152,4
82,1970,1979-04,8,6.409,4
83,1970,1979-04,10,6.806,4
84,1970,1979-04,12,7.149,4
85,1970,1979-04,14,7.309,4
86,1970,1979-04,16,7.587000000000001,4
87,1970,1979-04,18,7.742000000000001,4
88,1970,1979-04,20,8.01,4
89,1970,1979-04,22,8.273,4
90,1970,1979-04,24,8.572000000000001,4
91,1970,1979-04,26,8.791,4
92,1970,1979-04,28,8.97,4
93,1970,1979-04,30,9.038,4
94,1970,1979-05,2,9.162,5
95,1970,1979-05,4,9.498,5
96,1970,1979-05,6,9.968,5
97,1970,1979-05,8,9.847999999999999,5
98,1970,1979-05,10,10.109,5
99,1970,1979-05,12,10.342,5
100,1970,1979-05,14,10.655999999999999,5
101,1970,1979-05,16,10.953,5
102,1970,1979-05,18,11.145,5
103,1970,1979-05,20,11.273,5
104,1970,1979-05,22,11.458,5
105,1970,1979-05,24,11.634,5
106,1970,1979-05,26,11.868,5
107,1970,1979-05,28,12.116,5
108,1970,1979-05,30,12.37,5
109,1970,1979-06,1,12.654000000000002,6
110,1970,1979-06,3,13.061,6
111,1970,1979-06,5,13.24,6
112,1970,1979-06,7,13.452,6
113,1970,1979-06,9,13.523,6
114,1970,1979-06,11,13.661,6
115,1970,1979-06,13,13.748,6
116,1970,1979-06,15,13.952,6
117,1970,1979-06,17,14.26,6
118,1970,1979-06,19,14.588,6
119,1970,1979-06,21,14.909,6
120,1970,1979-06,23,15.227,6
121,1970,1979-06,25,15.370999999999999,6
122,1970,1979-06,27,15.513,6
123,1970,1979-06,29,15.645999999999999,6
124,1970,1979-07,1,15.685,7
125,1970,1979-07,3,15.779000000000002,7
126,1970,1979-07,5,15.895999999999999,7
127,1970,1979-07,7,15.947000000000001,7
128,1970,1979-07,9,16.128,7
129,1970,1979-07,11,16.235,7
130,1970,1979-07,13,16.408,7
131,1970,1979-07,15,16.588,7
132,1970,1979-07,17,16.660999999999998,7
133,1970,1979-07,19,16.794,7
134,1970,1979-07,21,16.864,7
135,1970,1979-07,23,16.93,7
136,1970,1979-07,25,17.144000000000002,7
137,1970,1979-07,27,17.042,7
138,1970,1979-07,29,17.11,7
139,1970,1979-07,31,17.059,7
140,1970,1979-08,2,16.944000000000003,8
141,1970,1979-08,4,17.022000000000002,8
142,1970,1979-08,6,16.983,8
143,1970,1979-08,8,17.0,8
144,1970,1979-08,10,17.180999999999997,8
145,1970,1979-08,12,17.506,8
146,1970,1979-08,14,17.62,8
147,1970,1979-08,16,17.875999999999998,8
148,1970,1979-08,18,18.118,8
149,1970,1979-08,20,18.136,8
150,1970,1979-08,22,18.283,8
151,1970,1979-08,24,18.268,8
152,1970,1979-08,26,18.203,8
153,1970,1979-08,28,18.159000000000002,8
154,1970,1979-08,30,18.175,8
155,1970,1979-09,1,18.187,9
156,1970,1979-09,3,18.197,9
157,1970,1979-09,5,18.295,9
158,1970,1979-09,7,18.28,9
159,1970,1979-09,9,18.215,9
160,1970,1979-09,11,18.264,9
161,1970,1979-09,13,18.361,9
162,1970,1979-09,15,18.326,9
163,1970,1979-09,17,18.105,9
164,1970,1979-09,19,17.977999999999998,9
165,1970,1979-09,21,18.117,9
166,1970,1979-09,23,17.973,9
167,1970,1979-09,25,18.118,9
168,1970,1979-09,27,18.26,9
169,1970,1979-09,29,18.257,9
170,1970,1979-10,1,18.25,10
171,1970,1979-10,3,18.311,10
172,1970,1979-10,5,18.275,10
173,1970,1979-10,7,18.109,10
174,1970,1979-10,9,18.16,10
175,1970,1979-10,11,18.022000000000002,10
176,1970,1979-10,13,18.077,10
177,1970,1979-10,15,17.961,10
178,1970,1979-10,17,17.95,10
179,1970,1979-10,19,17.777,10
180,1970,1979-10,21,17.738,10
181,1970,1979-10,23,17.598,10
182,1970,1979-10,25,17.403,10
0,1970,1978-10,26,17.624000000000002,10
183,1970,1979-10,27,17.274,10
1,1970,1978-10,28,17.803,10
184,1970,1979-10,29,17.206,10
2,1970,1978-10,30,17.67,10
185,1970,1979-10,31,17.017,10
3,1970,1978-11,1,17.527,11
186,1970,1979-11,2,16.945,11
4,1970,1978-11,3,17.486,11
187,1970,1979-11,4,16.767,11
5,1970,1978-11,5,17.343,11
188,1970,1979-11,6,16.71,11
6,1970,1978-11,7,17.157,11
189,1970,1979-11,8,16.537,11
7,1970,1978-11,9,17.028,11
190,1970,1979-11,10,16.266,11
8,1970,1978-11,11,16.815,11
191,1970,1979-11,12,15.947000000000001,11
9,1970,1978-11,13,16.371,11
192,1970,1979-11,14,15.729000000000001,11
10,1970,1978-11,15,16.176,11
193,1970,1979-11,16,15.481,11
11,1970,1978-11,17,15.52,11
194,1970,1979-11,18,15.255999999999998,11
12,1970,1978-11,19,15.267000000000001,11
195,1970,1979-11,20,14.984000000000002,11
13,1970,1978-11,21,15.027000000000001,11
196,1970,1979-11,22,14.682,11
14,1970,1978-11,23,14.681,11
197,1970,1979-11,24,14.202,11
15,1970,1978-11,25,14.449000000000002,11
198,1970,1979-11,26,13.82,11
16,1970,1978-11,27,13.98,11
199,1970,1979-11,28,13.569,11
17,1970,1978-11,29,13.619000000000002,11
200,1970,1979-11,30,13.161,11
18,1970,1978-12,1,13.33,12
201,1970,1979-12,2,12.892999999999999,12
19,1970,1978-12,3,13.097000000000001,12
202,1970,1979-12,4,12.470999999999998,12
20,1970,1978-12,5,12.829,12
203,1970,1979-12,6,12.042,12
21,1970,1978-12,7,12.436,12
204,1970,1979-12,8,11.457,12
22,1970,1978-12,9,11.963,12
205,1970,1979-12,10,10.844000000000001,12
23,1970,1978-12,11,11.652000000000001,12
206,1970,1979-12,12,10.34,12
24,1970,1978-12,13,11.148,12
207,1970,1979-12,14,9.793,12
25,1970,1978-12,15,10.664000000000001,12
208,1970,1979-12,16,9.125,12
26,1970,1978-12,17,10.238999999999999,12
209,1970,1979-12,18,8.307,12
27,1970,1978-12,19,9.758,12
210,1970,1979-12,20,7.891,12
28,1970,1978-12,21,9.362,12
211,1970,1979-12,22,7.405,12
29,1970,1978-12,23,8.706,12
212,1970,1979-12,24,6.8420000000000005,12
30,1970,1978-12,25,8.362,12
213,1970,1979-12,26,6.607,12
31,1970,1978-12,27,7.907,12
214,1970,1979-12,28,6.396,12
32,1970,1978-12,29,7.587999999999999,12
215,1970,1979-12,30,6.124,12
33,1970,1978-12,31,7.2829999999999995,12
216,1980,1980-01,1,5.9670000000000005,1
399,1980,1981-01,1,6.3229999999999995,1
764,1980,1983-01,1,6.507999999999999,1
1312,1980,1986-01,1,7.718,1
2069,1980,1989-01,1,7.084,1
582,1980,1982-01,2,7.039,1
947,1980,1984-01,2,6.944,1
1130,1980,1985-01,2,6.527,1
1495,1980,1987-01,2,6.765,1
2070,1980,1989-01,2,6.682,1
217,1980,1980-01,3,5.6739999999999995,1
400,1980,1981-01,3,5.791,1
765,1980,1983-01,3,6.17,1
1313,1980,1986-01,3,7.572,1
2071,1980,1989-01,3,6.563,1
583,1980,1982-01,4,6.689,1
948,1980,1984-01,4,6.653,1
1131,1980,1985-01,4,6.061,1
1496,1980,1987-01,4,6.457999999999999,1
2072,1980,1989-01,4,6.2170000000000005,1
218,1980,1980-01,5,5.584,1
401,1980,1981-01,5,5.351,1
766,1980,1983-01,5,5.869,1
1314,1980,1986-01,5,7.242999999999999,1
2073,1980,1989-01,5,5.999,1
584,1980,1982-01,6,6.393,1
949,1980,1984-01,6,6.296,1
1132,1980,1985-01,6,5.665,1
1497,1980,1987-01,6,6.287000000000001,1
2074,1980,1989-01,6,5.754,1
219,1980,1980-01,7,5.329,1
402,1980,1981-01,7,5.191,1
767,1980,1983-01,7,5.66,1
1315,1980,1986-01,7,6.811,1
2075,1980,1989-01,7,5.56,1
585,1980,1982-01,8,6.084,1
950,1980,1984-01,8,5.935,1
1133,1980,1985-01,8,5.31,1
1498,1980,1987-01,8,5.981,1
2076,1980,1989-01,8,5.362,1
220,1980,1980-01,9,5.0,1
403,1980,1981-01,9,4.775,1
768,1980,1983-01,9,5.305,1
1316,1980,1986-01,9,6.28,1
2077,1980,1989-01,9,5.261,1
586,1980,1982-01,10,5.862,1
951,1980,1984-01,10,5.629,1
1134,1980,1985-01,10,4.934,1
1499,1980,1987-01,10,5.5520000000000005,1
2078,1980,1989-01,10,5.212999999999999,1
221,1980,1980-01,11,4.874,1
404,1980,1981-01,11,4.588,1
769,1980,1983-01,11,5.058,1
1317,1980,1986-01,11,6.002000000000001,1
2079,1980,1989-01,11,5.095,1
587,1980,1982-01,12,5.625,1
952,1980,1984-01,12,5.2989999999999995,1
1135,1980,1985-01,12,4.685,1
1500,1980,1987-01,12,5.375,1
2080,1980,1989-01,12,4.989,1
222,1980,1980-01,13,4.6819999999999995,1
405,1980,1981-01,13,4.503,1
770,1980,1983-01,13,4.81,1
1318,1980,1986-01,13,5.585,1
1715,1980,1988-01,13,4.45,1
2081,1980,1989-01,13,4.905,1
588,1980,1982-01,14,5.367000000000001,1
953,1980,1984-01,14,5.142,1
1136,1980,1985-01,14,4.419,1
1501,1980,1987-01,14,5.2410000000000005,1
1716,1980,1988-01,14,4.417,1
2082,1980,1989-01,14,4.798,1
223,1980,1980-01,15,4.569,1
406,1980,1981-01,15,4.2860000000000005,1
771,1980,1983-01,15,4.638999999999999,1
1319,1980,1986-01,15,5.212999999999999,1
1717,1980,1988-01,15,4.369,1
2083,1980,1989-01,15,4.631,1
589,1980,1982-01,16,5.26,1
954,1980,1984-01,16,4.526,1
1137,1980,1985-01,16,4.198,1
1502,1980,1987-01,16,4.954,1
1718,1980,1988-01,16,4.261,1
2084,1980,1989-01,16,4.507,1
224,1980,1980-01,17,4.419,1
407,1980,1981-01,17,4.073,1
772,1980,1983-01,17,4.465,1
1320,1980,1986-01,17,4.931,1
1719,1980,1988-01,17,4.175,1
2085,1980,1989-01,17,4.419,1
590,1980,1982-01,18,5.046,1
955,1980,1984-01,18,4.23,1
1138,1980,1985-01,18,4.037,1
1503,1980,1987-01,18,4.8469999999999995,1
1720,1980,1988-01,18,4.06,1
2086,1980,1989-01,18,4.4030000000000005,1
225,1980,1980-01,19,4.319,1
408,1980,1981-01,19,3.971,1
773,1980,1983-01,19,4.313,1
1321,1980,1986-01,19,4.7589999999999995,1
1721,1980,1988-01,19,4.01,1
2087,1980,1989-01,19,4.29,1
591,1980,1982-01,20,4.801,1
956,1980,1984-01,20,3.997,1
1139,1980,1985-01,20,3.7969999999999997,1
1504,1980,1987-01,20,4.669,1
1722,1980,1988-01,20,3.986,1
2088,1980,1989-01,20,4.167,1
226,1980,1980-01,21,4.115,1
409,1980,1981-01,21,3.838,1
774,1980,1983-01,21,4.21,1
1322,1980,1986-01,21,4.524,1
1723,1980,1988-01,21,3.889,1
2089,1980,1989-01,21,4.07,1
592,1980,1982-01,22,4.5280000000000005,1
957,1980,1984-01,22,3.679,1
1140,1980,1985-01,22,3.6489999999999996,1
1505,1980,1987-01,22,4.426,1
1724,1980,1988-01,22,3.728,1
2090,1980,1989-01,22,3.977,1
227,1980,1980-01,23,3.986,1
410,1980,1981-01,23,3.745,1
775,1980,1983-01,23,4.062,1
1323,1980,1986-01,23,4.35,1
1725,1980,1988-01,23,3.6710000000000003,1
2091,1980,1989-01,23,3.887,1
593,1980,1982-01,24,4.28,1
958,1980,1984-01,24,3.489,1
1141,1980,1985-01,24,3.505,1
1506,1980,1987-01,24,4.294,1
1726,1980,1988-01,24,3.616,1
2092,1980,1989-01,24,3.779,1
228,1980,1980-01,25,3.801,1
411,1980,1981-01,25,3.699,1
776,1980,1983-01,25,3.932,1
1324,1980,1986-01,25,4.194,1
1727,1980,1988-01,25,3.5410000000000004,1
2093,1980,1989-01,25,3.781,1
594,1980,1982-01,26,4.099,1
959,1980,1984-01,26,3.424,1
1142,1980,1985-01,26,3.403,1
1507,1980,1987-01,26,4.135,1
1728,1980,1988-01,26,3.497,1
2094,1980,1989-01,26,3.7119999999999997,1
229,1980,1980-01,27,3.6639999999999997,1
412,1980,1981-01,27,3.536,1
777,1980,1983-01,27,3.8710000000000004,1
1325,1980,1986-01,27,4.045,1
1729,1980,1988-01,27,3.505,1
2095,1980,1989-01,27,3.6639999999999997,1
595,1980,1982-01,28,4.0280000000000005,1
960,1980,1984-01,28,3.265,1
1143,1980,1985-01,28,3.405,1
1508,1980,1987-01,28,4.027,1
1730,1980,1988-01,28,3.451,1
2096,1980,1989-01,28,3.634,1
230,1980,1980-01,29,3.513,1
413,1980,1981-01,29,3.509,1
778,1980,1983-01,29,3.823,1
1326,1980,1986-01,29,3.824,1
1731,1980,1988-01,29,3.373,1
2097,1980,1989-01,29,3.514,1
596,1980,1982-01,30,3.8,1
961,1980,1984-01,30,3.1719999999999997,1
1144,1980,1985-01,30,3.236,1
1509,1980,1987-01,30,3.8789999999999996,1
1732,1980,1988-01,30,3.2939999999999996,1
2098,1980,1989-01,30,3.4819999999999998,1
231,1980,1980-01,31,3.4960000000000004,1
414,1980,1981-01,31,3.411,1
779,1980,1983-01,31,3.633,1
1327,1980,1986-01,31,3.705,1
1733,1980,1988-01,31,3.233,1
2099,1980,1989-01,31,3.4419999999999997,1
597,1980,1982-02,1,3.65,2
962,1980,1984-02,1,3.0389999999999997,2
1145,1980,1985-02,1,3.159,2
1510,1980,1987-02,1,3.77,2
1734,1980,1988-02,1,3.2260000000000004,2
2100,1980,1989-02,1,3.42,2
232,1980,1980-02,2,3.355,2
415,1980,1981-02,2,3.2969999999999997,2
780,1980,1983-02,2,3.574,2
1328,1980,1986-02,2,3.6060000000000003,2
1735,1980,1988-02,2,3.19,2
2101,1980,1989-02,2,3.3680000000000003,2
598,1980,1982-02,3,3.555,2
963,1980,1984-02,3,2.9819999999999998,2
1146,1980,1985-02,3,3.117,2
1511,1980,1987-02,3,3.622,2
1736,1980,1988-02,3,3.165,2
2102,1980,1989-02,3,3.333,2
233,1980,1980-02,4,3.218,2
416,1980,1981-02,4,3.214,2
781,1980,1983-02,4,3.4219999999999997,2
1329,1980,1986-02,4,3.5269999999999997,2
1737,1980,1988-02,4,3.0810000000000004,2
2103,1980,1989-02,4,3.286,2
599,1980,1982-02,5,3.378,2
964,1980,1984-02,5,2.983,2
1147,1980,1985-02,5,2.9939999999999998,2
1512,1980,1987-02,5,3.503,2
1738,1980,1988-02,5,3.091,2
2104,1980,1989-02,5,3.29,2
234,1980,1980-02,6,3.1239999999999997,2
417,1980,1981-02,6,3.111,2
782,1980,1983-02,6,3.287,2
1330,1980,1986-02,6,3.429,2
1739,1980,1988-02,6,3.1239999999999997,2
2105,1980,1989-02,6,3.238,2
600,1980,1982-02,7,3.3160000000000003,2
965,1980,1984-02,7,2.875,2
1148,1980,1985-02,7,2.888,2
1513,1980,1987-02,7,3.398,2
1740,1980,1988-02,7,3.0810000000000004,2
2106,1980,1989-02,7,3.2110000000000003,2
235,1980,1980-02,8,3.009,2
418,1980,1981-02,8,2.935,2
783,1980,1983-02,8,3.221,2
1331,1980,1986-02,8,3.319,2
1741,1980,1988-02,8,3.022,2
2107,1980,1989-02,8,3.1310000000000002,2
601,1980,1982-02,9,3.185,2
966,1980,1984-02,9,2.7960000000000003,2
1149,1980,1985-02,9,2.843,2
1514,1980,1987-02,9,3.2910000000000004,2
1742,1980,1988-02,9,2.975,2
2108,1980,1989-02,9,3.0780000000000003,2
236,1980,1980-02,10,2.929,2
419,1980,1981-02,10,2.878,2
784,1980,1983-02,10,3.057,2
1332,1980,1986-02,10,3.2539999999999996,2
1743,1980,1988-02,10,2.935,2
2109,1980,1989-02,10,3.037,2
602,1980,1982-02,11,3.071,2
967,1980,1984-02,11,2.6630000000000003,2
1150,1980,1985-02,11,2.7739999999999996,2
1515,1980,1987-02,11,3.285,2
1744,1980,1988-02,11,2.9130000000000003,2
2110,1980,1989-02,11,2.9619999999999997,2
237,1980,1980-02,12,2.91,2
420,1980,1981-02,12,2.821,2
785,1980,1983-02,12,3.015,2
1333,1980,1986-02,12,3.233,2
1745,1980,1988-02,12,2.903,2
2111,1980,1989-02,12,2.846,2
603,1980,1982-02,13,3.0269999999999997,2
968,1980,1984-02,13,2.639,2
1151,1980,1985-02,13,2.7110000000000003,2
1516,1980,1987-02,13,3.208,2
1746,1980,1988-02,13,2.875,2
2112,1980,1989-02,13,2.855,2
238,1980,1980-02,14,2.69,2
421,1980,1981-02,14,2.763,2
786,1980,1983-02,14,3.023,2
1334,1980,1986-02,14,3.139,2
1747,1980,1988-02,14,2.8339999999999996,2
2113,1980,1989-02,14,2.819,2
604,1980,1982-02,15,2.964,2
969,1980,1984-02,15,2.577,2
1152,1980,1985-02,15,2.6910000000000003,2
1517,1980,1987-02,15,3.0780000000000003,2
1748,1980,1988-02,15,2.8310000000000004,2
2114,1980,1989-02,15,2.772,2
239,1980,1980-02,16,2.676,2
422,1980,1981-02,16,2.707,2
787,1980,1983-02,16,2.9210000000000003,2
1335,1980,1986-02,16,3.051,2
1749,1980,1988-02,16,2.7969999999999997,2
2115,1980,1989-02,16,2.748,2
605,1980,1982-02,17,2.912,2
970,1980,1984-02,17,2.602,2
1153,1980,1985-02,17,2.69,2
1518,1980,1987-02,17,3.1060000000000003,2
1750,1980,1988-02,17,2.783,2
2116,1980,1989-02,17,2.7239999999999998,2
240,1980,1980-02,18,2.6289999999999996,2
423,1980,1981-02,18,2.705,2
788,1980,1983-02,18,2.932,2
1336,1980,1986-02,18,3.1060000000000003,2
1751,1980,1988-02,18,2.7510000000000003,2
2117,1980,1989-02,18,2.7289999999999996,2
606,1980,1982-02,19,2.9730000000000003,2
971,1980,1984-02,19,2.552,2
1154,1980,1985-02,19,2.602,2
1519,1980,1987-02,19,3.05,2
1752,1980,1988-02,19,2.772,2
2118,1980,1989-02,19,2.7310000000000003,2
241,1980,1980-02,20,2.591,2
424,1980,1981-02,20,2.694,2
789,1980,1983-02,20,2.966,2
1337,1980,1986-02,20,3.042,2
1753,1980,1988-02,20,2.8280000000000003,2
2119,1980,1989-02,20,2.7230000000000003,2
607,1980,1982-02,21,2.891,2
972,1980,1984-02,21,2.539,2
1155,1980,1985-02,21,2.699,2
1520,1980,1987-02,21,3.01,2
1754,1980,1988-02,21,2.765,2
2120,1980,1989-02,21,2.747,2
242,1980,1980-02,22,2.609,2
425,1980,1981-02,22,2.7310000000000003,2
790,1980,1983-02,22,2.885,2
1338,1980,1986-02,22,2.9930000000000003,2
1755,1980,1988-02,22,2.764,2
2121,1980,1989-02,22,2.825,2
608,1980,1982-02,23,2.89,2
973,1980,1984-02,23,2.544,2
1156,1980,1985-02,23,2.702,2
1521,1980,1987-02,23,3.075,2
1756,1980,1988-02,23,2.7710000000000004,2
2122,1980,1989-02,23,2.846,2
243,1980,1980-02,24,2.583,2
426,1980,1981-02,24,2.742,2
791,1980,1983-02,24,2.843,2
1339,1980,1986-02,24,3.008,2
1757,1980,1988-02,24,2.639,2
2123,1980,1989-02,24,2.8689999999999998,2
609,1980,1982-02,25,2.977,2
974,1980,1984-02,25,2.468,2
1157,1980,1985-02,25,2.886,2
1522,1980,1987-02,25,3.011,2
1758,1980,1988-02,25,2.68,2
2124,1980,1989-02,25,2.898,2
244,1980,1980-02,26,2.521,2
427,1980,1981-02,26,2.8339999999999996,2
792,1980,1983-02,26,2.887,2
1340,1980,1986-02,26,3.01,2
1759,1980,1988-02,26,2.679,2
2125,1980,1989-02,26,2.918,2
610,1980,1982-02,27,3.01,2
975,1980,1984-02,27,2.3819999999999997,2
1158,1980,1985-02,27,2.9539999999999997,2
1523,1980,1987-02,27,3.145,2
1760,1980,1988-02,27,2.715,2
2126,1980,1989-02,27,2.9739999999999998,2
245,1980,1980-02,28,2.613,2
428,1980,1981-02,28,2.7969999999999997,2
793,1980,1983-02,28,2.951,2
1341,1980,1986-02,28,2.987,2
1761,1980,1988-02,28,2.758,2
2127,1980,1989-02,28,2.995,2
976,1980,1984-02,29,2.5180000000000002,2
1762,1980,1988-02,29,2.737,2
246,1980,1980-03,1,2.576,3
611,1980,1982-03,1,3.048,3
1159,1980,1985-03,1,3.0389999999999997,3
1524,1980,1987-03,1,3.198,3
1763,1980,1988-03,1,2.7510000000000003,3
2128,1980,1989-03,1,3.05,3
429,1980,1981-03,2,2.7239999999999998,3
794,1980,1983-03,2,3.138,3
977,1980,1984-03,2,2.701,3
1342,1980,1986-03,2,2.9810000000000003,3
1764,1980,1988-03,2,2.8089999999999997,3
2129,1980,1989-03,2,3.09,3
247,1980,1980-03,3,2.6719999999999997,3
612,1980,1982-03,3,3.148,3
1160,1980,1985-03,3,3.057,3
1525,1980,1987-03,3,3.264,3
1765,1980,1988-03,3,2.904,3
2130,1980,1989-03,3,3.1289999999999996,3
430,1980,1981-03,4,2.759,3
795,1980,1983-03,4,3.299,3
978,1980,1984-03,4,2.889,3
1343,1980,1986-03,4,3.017,3
1766,1980,1988-03,4,3.0460000000000003,3
2131,1980,1989-03,4,3.242,3
248,1980,1980-03,5,2.839,3
613,1980,1982-03,5,3.2710000000000004,3
1161,1980,1985-03,5,3.245,3
1526,1980,1987-03,5,3.386,3
1767,1980,1988-03,5,3.109,3
2132,1980,1989-03,5,3.305,3
431,1980,1981-03,6,2.755,3
796,1980,1983-03,6,3.3819999999999997,3
979,1980,1984-03,6,3.043,3
1344,1980,1986-03,6,2.9530000000000003,3
1768,1980,1988-03,6,3.1310000000000002,3
2133,1980,1989-03,6,3.345,3
249,1980,1980-03,7,2.944,3
614,1980,1982-03,7,3.298,3
1162,1980,1985-03,7,3.218,3
1527,1980,1987-03,7,3.5439999999999996,3
1769,1980,1988-03,7,3.196,3
2134,1980,1989-03,7,3.395,3
432,1980,1981-03,8,2.862,3
797,1980,1983-03,8,3.471,3
980,1980,1984-03,8,3.11,3
1345,1980,1986-03,8,3.0439999999999996,3
1770,1980,1988-03,8,3.237,3
2135,1980,1989-03,8,3.4339999999999997,3
250,1980,1980-03,9,3.0260000000000002,3
615,1980,1982-03,9,3.4339999999999997,3
1163,1980,1985-03,9,3.386,3
1528,1980,1987-03,9,3.596,3
1771,1980,1988-03,9,3.367,3
2136,1980,1989-03,9,3.478,3
433,1980,1981-03,10,3.013,3
798,1980,1983-03,10,3.512,3
981,1980,1984-03,10,3.214,3
1346,1980,1986-03,10,3.139,3
1772,1980,1988-03,10,3.4589999999999996,3
2137,1980,1989-03,10,3.444,3
251,1980,1980-03,11,3.051,3
616,1980,1982-03,11,3.657,3
1164,1980,1985-03,11,3.406,3
1529,1980,1987-03,11,3.758,3
1773,1980,1988-03,11,3.5469999999999997,3
2138,1980,1989-03,11,3.4960000000000004,3
434,1980,1981-03,12,3.075,3
799,1980,1983-03,12,3.634,3
982,1980,1984-03,12,3.3160000000000003,3
1347,1980,1986-03,12,3.1889999999999996,3
1774,1980,1988-03,12,3.734,3
2139,1980,1989-03,12,3.545,3
252,1980,1980-03,13,3.162,3
617,1980,1982-03,13,3.9589999999999996,3
1165,1980,1985-03,13,3.431,3
1530,1980,1987-03,13,3.8789999999999996,3
1775,1980,1988-03,13,3.918,3
2140,1980,1989-03,13,3.6189999999999998,3
435,1980,1981-03,14,3.2260000000000004,3
800,1980,1983-03,14,3.819,3
983,1980,1984-03,14,3.4330000000000003,3
1348,1980,1986-03,14,3.404,3
1776,1980,1988-03,14,3.969,3
2141,1980,1989-03,14,3.765,3
253,1980,1980-03,15,3.2560000000000002,3
618,1980,1982-03,15,4.168,3
1166,1980,1985-03,15,3.562,3
1531,1980,1987-03,15,3.9539999999999997,3
1777,1980,1988-03,15,4.079,3
2142,1980,1989-03,15,3.908,3
436,1980,1981-03,16,3.338,3
801,1980,1983-03,16,3.952,3
984,1980,1984-03,16,3.549,3
1349,1980,1986-03,16,3.6239999999999997,3
1778,1980,1988-03,16,4.1160000000000005,3
2143,1980,1989-03,16,3.9589999999999996,3
254,1980,1980-03,17,3.312,3
619,1980,1982-03,17,4.29,3
1167,1980,1985-03,17,3.665,3
1532,1980,1987-03,17,4.023,3
1779,1980,1988-03,17,4.135,3
2144,1980,1989-03,17,3.8989999999999996,3
437,1980,1981-03,18,3.4419999999999997,3
802,1980,1983-03,18,4.098,3
985,1980,1984-03,18,3.679,3
1350,1980,1986-03,18,3.812,3
1780,1980,1988-03,18,4.226,3
2145,1980,1989-03,18,4.0089999999999995,3
255,1980,1980-03,19,3.3960000000000004,3
620,1980,1982-03,19,4.433,3
1168,1980,1985-03,19,3.813,3
1533,1980,1987-03,19,4.265,3
1781,1980,1988-03,19,4.31,3
2146,1980,1989-03,19,4.078,3
438,1980,1981-03,20,3.514,3
803,1980,1983-03,20,4.274,3
986,1980,1984-03,20,3.803,3
1351,1980,1986-03,20,3.923,3
1782,1980,1988-03,20,4.376,3
2147,1980,1989-03,20,4.105,3
256,1980,1980-03,21,3.4160000000000004,3
621,1980,1982-03,21,4.737,3
1169,1980,1985-03,21,3.9130000000000003,3
1534,1980,1987-03,21,4.417,3
1783,1980,1988-03,21,4.398,3
2148,1980,1989-03,21,4.2139999999999995,3
439,1980,1981-03,22,3.6719999999999997,3
804,1980,1983-03,22,4.459,3
987,1980,1984-03,22,3.9219999999999997,3
1352,1980,1986-03,22,4.111000000000001,3
1784,1980,1988-03,22,4.44,3
2149,1980,1989-03,22,4.282,3
257,1980,1980-03,23,3.515,3
622,1980,1982-03,23,4.941,3
1170,1980,1985-03,23,4.013999999999999,3
1535,1980,1987-03,23,4.562,3
1785,1980,1988-03,23,4.51,3
2150,1980,1989-03,23,4.35,3
440,1980,1981-03,24,3.8930000000000002,3
805,1980,1983-03,24,4.626,3
988,1980,1984-03,24,4.09,3
1353,1980,1986-03,24,4.353,3
1786,1980,1988-03,24,4.553999999999999,3
2151,1980,1989-03,24,4.425,3
258,1980,1980-03,25,3.628,3
623,1980,1982-03,25,5.104,3
1171,1980,1985-03,25,4.1819999999999995,3
1536,1980,1987-03,25,4.73,3
1787,1980,1988-03,25,4.654,3
2152,1980,1989-03,25,4.556,3
441,1980,1981-03,26,4.114,3
806,1980,1983-03,26,4.769,3
