time,Year,Month,Day,SIE
18/4/2017,2017,4,18,5-Jan-00
19/4/2017,2017,4,19,5-Jan-00
20/4/2017,2017,4,20,5-Jan-00
21/4/2017,2017,4,21,6-Jan-00
22/4/2017,2017,4,22,6-Jan-00
23/4/2017,2017,4,23,6-Jan-00
24/4/2017,2017,4,24,6-Jan-00
25/4/2017,2017,4,25,6-Jan-00
26/4/2017,2017,4,26,6-Jan-00
27/4/2017,2017,4,27,6-Jan-00
28/4/2017,2017,4,28,6-Jan-00
29/4/2017,2017,4,29,7-Jan-00
30/4/2017,2017,4,30,7-Jan-00
5/1/17,2017,5,1,7-Jan-00
5/2/17,2017,5,2,7-Jan-00
5/3/17,2017,5,3,7-Jan-00
5/4/17,2017,5,4,7-Jan-00
5/5/17,2017,5,5,7-Jan-00
5/6/17,2017,5,6,7-Jan-00
5/7/17,2017,5,7,7-Jan-00
5/8/17,2017,5,8,8-Jan-00
5/9/17,2017,5,9,8-Jan-00
5/10/17,2017,5,10,8-Jan-00
5/11/17,2017,5,11,8-Jan-00
5/12/17,2017,5,12,8-Jan-00
13/5/2017,2017,5,13,8-Jan-00
14/5/2017,2017,5,14,8-Jan-00
15/5/2017,2017,5,15,9-Jan-00
16/5/2017,2017,5,16,9-Jan-00
17/5/2017,2017,5,17,9-Jan-00
18/5/2017,2017,5,18,9-Jan-00
19/5/2017,2017,5,19,9-Jan-00
20/5/2017,2017,5,20,9-Jan-00
21/5/2017,2017,5,21,9-Jan-00
22/5/2017,2017,5,22,9-Jan-00
23/5/2017,2017,5,23,9-Jan-00
24/5/2017,2017,5,24,9-Jan-00
25/5/2017,2017,5,25,9-Jan-00
26/5/2017,2017,5,26,10-Jan-00
27/5/2017,2017,5,27,10-Jan-00
28/5/2017,2017,5,28,10-Jan-00
29/5/2017,2017,5,29,10-Jan-00
30/5/2017,2017,5,30,10-Jan-00
31/5/2017,2017,5,31,10-Jan-00
6/1/17,2017,6,1,10-Jan-00
6/2/17,2017,6,2,10-Jan-00
6/3/17,2017,6,3,11-Jan-00
6/4/17,2017,6,4,11-Jan-00
6/5/17,2017,6,5,11-Jan-00
6/6/17,2017,6,6,11-Jan-00
6/7/17,2017,6,7,11-Jan-00
6/8/17,2017,6,8,11-Jan-00
6/9/17,2017,6,9,11-Jan-00
6/10/17,2017,6,10,12-Jan-00
6/11/17,2017,6,11,12-Jan-00
6/12/17,2017,6,12,12-Jan-00
13/6/2017,2017,6,13,12-Jan-00
14/6/2017,2017,6,14,12-Jan-00
15/6/2017,2017,6,15,12-Jan-00
16/6/2017,2017,6,16,12-Jan-00
17/6/2017,2017,6,17,12-Jan-00
18/6/2017,2017,6,18,12-Jan-00
19/6/2017,2017,6,19,12-Jan-00
20/6/2017,2017,6,20,12-Jan-00
21/6/2017,2017,6,21,12-Jan-00
22/6/2017,2017,6,22,13-Jan-00
23/6/2017,2017,6,23,13-Jan-00
24/6/2017,2017,6,24,13-Jan-00
25/6/2017,2017,6,25,13-Jan-00
26/6/2017,2017,6,26,13-Jan-00
27/6/2017,2017,6,27,13-Jan-00
28/6/2017,2017,6,28,13-Jan-00
29/6/2017,2017,6,29,13-Jan-00
30/6/2017,2017,6,30,13-Jan-00
7/1/17,2017,7,1,13-Jan-00
7/2/17,2017,7,2,14-Jan-00
7/3/17,2017,7,3,14-Jan-00
7/4/17,2017,7,4,14-Jan-00
7/5/17,2017,7,5,14-Jan-00
7/6/17,2017,7,6,14-Jan-00
7/7/17,2017,7,7,14-Jan-00
7/8/17,2017,7,8,14-Jan-00
7/9/17,2017,7,9,14-Jan-00
7/10/17,2017,7,10,14-Jan-00
7/11/17,2017,7,11,14-Jan-00
7/12/17,2017,7,12,14-Jan-00
13/7/2017,2017,7,13,14-Jan-00
14/7/2017,2017,7,14,14-Jan-00
15/7/2017,2017,7,15,15-Jan-00
16/7/2017,2017,7,16,15-Jan-00
17/7/2017,2017,7,17,15-Jan-00
18/7/2017,2017,7,18,15-Jan-00
19/7/2017,2017,7,19,15-Jan-00
20/7/2017,2017,7,20,15-Jan-00
21/7/2017,2017,7,21,15-Jan-00
22/7/2017,2017,7,22,15-Jan-00
23/7/2017,2017,7,23,15-Jan-00
24/7/2017,2017,7,24,16-Jan-00
25/7/2017,2017,7,25,16-Jan-00
26/7/2017,2017,7,26,16-Jan-00
27/7/2017,2017,7,27,16-Jan-00
28/7/2017,2017,7,28,16-Jan-00
29/7/2017,2017,7,29,16-Jan-00
30/7/2017,2017,7,30,16-Jan-00
31/7/2017,2017,7,31,16-Jan-00
8/1/17,2017,8,1,16-Jan-00
8/2/17,2017,8,2,16-Jan-00
8/3/17,2017,8,3,16-Jan-00
8/4/17,2017,8,4,16-Jan-00
8/5/17,2017,8,5,16-Jan-00
8/6/17,2017,8,6,16-Jan-00
8/7/17,2017,8,7,16-Jan-00
8/8/17,2017,8,8,16-Jan-00
8/9/17,2017,8,9,16-Jan-00
8/10/17,2017,8,10,17-Jan-00
8/11/17,2017,8,11,17-Jan-00
8/12/17,2017,8,12,16-Jan-00
13/8/2017,2017,8,13,17-Jan-00
14/8/2017,2017,8,14,17-Jan-00
15/8/2017,2017,8,15,17-Jan-00
16/8/2017,2017,8,16,17-Jan-00
17/8/2017,2017,8,17,17-Jan-00
18/8/2017,2017,8,18,17-Jan-00
19/8/2017,2017,8,19,17-Jan-00
20/8/2017,2017,8,20,17-Jan-00
21/8/2017,2017,8,21,17-Jan-00
22/8/2017,2017,8,22,17-Jan-00
23/8/2017,2017,8,23,17-Jan-00
24/8/2017,2017,8,24,17-Jan-00
25/8/2017,2017,8,25,17-Jan-00
26/8/2017,2017,8,26,17-Jan-00
27/8/2017,2017,8,27,17-Jan-00
28/8/2017,2017,8,28,17-Jan-00
29/8/2017,2017,8,29,17-Jan-00
30/8/2017,2017,8,30,17-Jan-00
31/8/2017,2017,8,31,17-Jan-00
9/1/17,2017,9,1,17-Jan-00
9/2/17,2017,9,2,17-Jan-00
9/3/17,2017,9,3,17-Jan-00
9/4/17,2017,9,4,17-Jan-00
9/5/17,2017,9,5,17-Jan-00
9/6/17,2017,9,6,17-Jan-00
9/7/17,2017,9,7,17-Jan-00
9/8/17,2017,9,8,18-Jan-00
9/9/17,2017,9,9,18-Jan-00
9/10/17,2017,9,10,18-Jan-00
9/11/17,2017,9,11,18-Jan-00
9/12/17,2017,9,12,18-Jan-00
13/9/2017,2017,9,13,18-Jan-00
14/9/2017,2017,9,14,18-Jan-00
15/9/2017,2017,9,15,17-Jan-00
16/9/2017,2017,9,16,18-Jan-00
17/9/2017,2017,9,17,17-Jan-00
18/9/2017,2017,9,18,17-Jan-00
19/9/2017,2017,9,19,17-Jan-00
20/9/2017,2017,9,20,17-Jan-00
21/9/2017,2017,9,21,17-Jan-00
22/9/2017,2017,9,22,17-Jan-00
23/9/2017,2017,9,23,17-Jan-00
24/9/2017,2017,9,24,17-Jan-00
25/9/2017,2017,9,25,17-Jan-00
26/9/2017,2017,9,26,17-Jan-00
27/9/2017,2017,9,27,17-Jan-00
28/9/2017,2017,9,28,17-Jan-00
29/9/2017,2017,9,29,17-Jan-00
30/9/2017,2017,9,30,17-Jan-00
10/1/17,2017,10,1,17-Jan-00
10/2/17,2017,10,2,17-Jan-00
10/3/17,2017,10,3,17-Jan-00
10/4/17,2017,10,4,18-Jan-00
10/5/17,2017,10,5,18-Jan-00
10/6/17,2017,10,6,18-Jan-00
10/7/17,2017,10,7,18-Jan-00
10/8/17,2017,10,8,18-Jan-00
10/9/17,2017,10,9,18-Jan-00
10/10/17,2017,10,10,18-Jan-00
10/11/17,2017,10,11,18-Jan-00
10/12/17,2017,10,12,18-Jan-00
13/10/2017,2017,10,13,18-Jan-00
14/10/2017,2017,10,14,17-Jan-00
15/10/2017,2017,10,15,17-Jan-00
16/10/2017,2017,10,16,17-Jan-00
17/10/2017,2017,10,17,17-Jan-00
18/10/2017,2017,10,18,17-Jan-00
19/10/2017,2017,10,19,17-Jan-00
20/10/2017,2017,10,20,17-Jan-00
21/10/2017,2017,10,21,17-Jan-00
22/10/2017,2017,10,22,17-Jan-00
23/10/2017,2017,10,23,17-Jan-00
24/10/2017,2017,10,24,17-Jan-00
25/10/2017,2017,10,25,17-Jan-00
26/10/2017,2017,10,26,17-Jan-00
27/10/2017,2017,10,27,17-Jan-00
28/10/2017,2017,10,28,17-Jan-00
29/10/2017,2017,10,29,17-Jan-00
30/10/2017,2017,10,30,17-Jan-00
31/10/2017,2017,10,31,17-Jan-00
11/1/17,2017,11,1,17-Jan-00
11/2/17,2017,11,2,17-Jan-00
11/3/17,2017,11,3,16-Jan-00
11/4/17,2017,11,4,16-Jan-00
11/5/17,2017,11,5,16-Jan-00
11/6/17,2017,11,6,16-Jan-00
11/7/17,2017,11,7,16-Jan-00
11/8/17,2017,11,8,16-Jan-00
11/9/17,2017,11,9,16-Jan-00
11/10/17,2017,11,10,16-Jan-00
11/11/17,2017,11,11,15-Jan-00
11/12/17,2017,11,12,15-Jan-00
13/11/2017,2017,11,13,15-Jan-00
14/11/2017,2017,11,14,15-Jan-00
15/11/2017,2017,11,15,15-Jan-00
16/11/2017,2017,11,16,15-Jan-00
17/11/2017,2017,11,17,14-Jan-00
18/11/2017,2017,11,18,14-Jan-00
19/11/2017,2017,11,19,14-Jan-00
20/11/2017,2017,11,20,14-Jan-00
21/11/2017,2017,11,21,14-Jan-00
22/11/2017,2017,11,22,14-Jan-00
23/11/2017,2017,11,23,13-Jan-00
24/11/2017,2017,11,24,13-Jan-00
25/11/2017,2017,11,25,13-Jan-00
26/11/2017,2017,11,26,13-Jan-00
27/11/2017,2017,11,27,13-Jan-00
28/11/2017,2017,11,28,13-Jan-00
29/11/2017,2017,11,29,13-Jan-00
30/11/2017,2017,11,30,12-Jan-00
12/1/17,2017,12,1,12-Jan-00
12/2/17,2017,12,2,12-Jan-00
12/3/17,2017,12,3,12-Jan-00
12/4/17,2017,12,4,12-Jan-00
12/5/17,2017,12,5,12-Jan-00
12/6/17,2017,12,6,11-Jan-00
12/7/17,2017,12,7,11-Jan-00
12/8/17,2017,12,8,11-Jan-00
12/9/17,2017,12,9,11-Jan-00
12/10/17,2017,12,10,10-Jan-00
12/11/17,2017,12,11,10-Jan-00
12/12/17,2017,12,12,10-Jan-00
13/12/2017,2017,12,13,10-Jan-00
14/12/2017,2017,12,14,9-Jan-00
15/12/2017,2017,12,15,9-Jan-00
16/12/2017,2017,12,16,9-Jan-00
17/12/2017,2017,12,17,9-Jan-00
18/12/2017,2017,12,18,8-Jan-00
19/12/2017,2017,12,19,8-Jan-00
20/12/2017,2017,12,20,8-Jan-00
21/12/2017,2017,12,21,8-Jan-00
22/12/2017,2017,12,22,8-Jan-00
23/12/2017,2017,12,23,7-Jan-00
24/12/2017,2017,12,24,7-Jan-00
25/12/2017,2017,12,25,7-Jan-00
26/12/2017,2017,12,26,7-Jan-00
27/12/2017,2017,12,27,7-Jan-00
28/12/2017,2017,12,28,6-Jan-00
29/12/2017,2017,12,29,6-Jan-00
30/12/2017,2017,12,30,6-Jan-00
31/12/2017,2017,12,31,6-Jan-00
1/1/18,2018,1,1,6-Jan-00
1/2/18,2018,1,2,6-Jan-00
1/3/18,2018,1,3,6-Jan-00
1/4/18,2018,1,4,5-Jan-00
1/5/18,2018,1,5,5-Jan-00
1/6/18,2018,1,6,5-Jan-00
1/7/18,2018,1,7,5-Jan-00
1/8/18,2018,1,8,5-Jan-00
1/9/18,2018,1,9,5-Jan-00
1/10/18,2018,1,10,4-Jan-00
1/11/18,2018,1,11,4-Jan-00
1/12/18,2018,1,12,4-Jan-00
13/1/2018,2018,1,13,4-Jan-00
14/1/2018,2018,1,14,4-Jan-00
15/1/2018,2018,1,15,4-Jan-00
16/1/2018,2018,1,16,3-Jan-00
17/1/2018,2018,1,17,3-Jan-00
18/1/2018,2018,1,18,3-Jan-00
19/1/2018,2018,1,19,3-Jan-00
20/1/2018,2018,1,20,3-Jan-00
21/1/2018,2018,1,21,3-Jan-00
22/1/2018,2018,1,22,3-Jan-00
23/1/2018,2018,1,23,3-Jan-00
24/1/2018,2018,1,24,3-Jan-00
25/1/2018,2018,1,25,3-Jan-00
26/1/2018,2018,1,26,3-Jan-00
27/1/2018,2018,1,27,2-Jan-00
28/1/2018,2018,1,28,2-Jan-00
29/1/2018,2018,1,29,2-Jan-00
30/1/2018,2018,1,30,2-Jan-00
31/1/2018,2018,1,31,2-Jan-00
2/1/18,2018,2,1,2-Jan-00
2/2/18,2018,2,2,2-Jan-00
2/3/18,2018,2,3,2-Jan-00
2/4/18,2018,2,4,2-Jan-00
2/5/18,2018,2,5,2-Jan-00
2/6/18,2018,2,6,2-Jan-00
2/7/18,2018,2,7,2-Jan-00
2/8/18,2018,2,8,2-Jan-00
2/9/18,2018,2,9,2-Jan-00
2/10/18,2018,2,10,2-Jan-00
2/11/18,2018,2,11,2-Jan-00
2/12/18,2018,2,12,2-Jan-00
13/2/2018,2018,2,13,2-Jan-00
14/2/2018,2018,2,14,2-Jan-00
15/2/2018,2018,2,15,2-Jan-00
16/2/2018,2018,2,16,2-Jan-00
17/2/2018,2018,2,17,2-Jan-00
18/2/2018,2018,2,18,2-Jan-00
19/2/2018,2018,2,19,2-Jan-00
20/2/2018,2018,2,20,2-Jan-00
21/2/2018,2018,2,21,2-Jan-00
22/2/2018,2018,2,22,2-Jan-00
23/2/2018,2018,2,23,2-Jan-00
24/2/2018,2018,2,24,2-Jan-00
25/2/2018,2018,2,25,2-Jan-00
26/2/2018,2018,2,26,2-Jan-00
27/2/2018,2018,2,27,2-Jan-00
28/2/2018,2018,2,28,2-Jan-00
3/1/18,2018,3,1,2-Jan-00
3/2/18,2018,3,2,2-Jan-00
3/3/18,2018,3,3,2-Jan-00
3/4/18,2018,3,4,2-Jan-00
3/5/18,2018,3,5,2-Jan-00
3/6/18,2018,3,6,2-Jan-00
3/7/18,2018,3,7,2-Jan-00
3/8/18,2018,3,8,2-Jan-00
3/9/18,2018,3,9,2-Jan-00
3/10/18,2018,3,10,2-Jan-00
3/11/18,2018,3,11,2-Jan-00
3/12/18,2018,3,12,3-Jan-00
13/3/2018,2018,3,13,3-Jan-00
14/3/2018,2018,3,14,3-Jan-00
15/3/2018,2018,3,15,3-Jan-00
16/3/2018,2018,3,16,3-Jan-00
17/3/2018,2018,3,17,3-Jan-00
18/3/2018,2018,3,18,3-Jan-00
19/3/2018,2018,3,19,3-Jan-00
20/3/2018,2018,3,20,3-Jan-00
21/3/2018,2018,3,21,3-Jan-00
22/3/2018,2018,3,22,4-Jan-00
23/3/2018,2018,3,23,4-Jan-00
24/3/2018,2018,3,24,4-Jan-00
25/3/2018,2018,3,25,4-Jan-00
26/3/2018,2018,3,26,4-Jan-00
27/3/2018,2018,3,27,4-Jan-00
28/3/2018,2018,3,28,4-Jan-00
29/3/2018,2018,3,29,4-Jan-00
30/3/2018,2018,3,30,4-Jan-00
31/3/2018,2018,3,31,4-Jan-00
4/1/18,2018,4,1,4-Jan-00
4/2/18,2018,4,2,5-Jan-00
4/3/18,2018,4,3,5-Jan-00
4/4/18,2018,4,4,5-Jan-00
4/5/18,2018,4,5,5-Jan-00
4/6/18,2018,4,6,5-Jan-00
4/7/18,2018,4,7,5-Jan-00
4/8/18,2018,4,8,5-Jan-00
4/9/18,2018,4,9,5-Jan-00
4/10/18,2018,4,10,5-Jan-00
4/11/18,2018,4,11,5-Jan-00
4/12/18,2018,4,12,5-Jan-00
13/4/2018,2018,4,13,5-Jan-00
14/4/2018,2018,4,14,5-Jan-00
15/4/2018,2018,4,15,6-Jan-00
16/4/2018,2018,4,16,6-Jan-00
17/4/2018,2018,4,17,6-Jan-00
18/4/2018,2018,4,18,6-Jan-00
19/4/2018,2018,4,19,6-Jan-00
20/4/2018,2018,4,20,6-Jan-00
21/4/2018,2018,4,21,6-Jan-00
22/4/2018,2018,4,22,6-Jan-00
23/4/2018,2018,4,23,6-Jan-00
24/4/2018,2018,4,24,6-Jan-00
25/4/2018,2018,4,25,6-Jan-00
26/4/2018,2018,4,26,6-Jan-00
27/4/2018,2018,4,27,6-Jan-00
28/4/2018,2018,4,28,7-Jan-00
29/4/2018,2018,4,29,7-Jan-00
30/4/2018,2018,4,30,7-Jan-00
5/1/18,2018,5,1,7-Jan-00
5/2/18,2018,5,2,7-Jan-00
5/3/18,2018,5,3,7-Jan-00
5/4/18,2018,5,4,7-Jan-00
5/5/18,2018,5,5,7-Jan-00
5/6/18,2018,5,6,8-Jan-00
5/7/18,2018,5,7,8-Jan-00
5/8/18,2018,5,8,8-Jan-00
5/9/18,2018,5,9,8-Jan-00
5/10/18,2018,5,10,8-Jan-00
5/11/18,2018,5,11,8-Jan-00
5/12/18,2018,5,12,8-Jan-00
13/5/2018,2018,5,13,9-Jan-00
14/5/2018,2018,5,14,9-Jan-00
15/5/2018,2018,5,15,9-Jan-00
16/5/2018,2018,5,16,9-Jan-00
17/5/2018,2018,5,17,9-Jan-00
18/5/2018,2018,5,18,9-Jan-00
19/5/2018,2018,5,19,9-Jan-00
20/5/2018,2018,5,20,9-Jan-00
21/5/2018,2018,5,21,10-Jan-00
22/5/2018,2018,5,22,10-Jan-00
23/5/2018,2018,5,23,10-Jan-00
24/5/2018,2018,5,24,10-Jan-00
25/5/2018,2018,5,25,10-Jan-00
26/5/2018,2018,5,26,10-Jan-00
27/5/2018,2018,5,27,10-Jan-00
28/5/2018,2018,5,28,10-Jan-00
29/5/2018,2018,5,29,10-Jan-00
30/5/2018,2018,5,30,10-Jan-00
31/5/2018,2018,5,31,11-Jan-00
6/1/18,2018,6,1,11-Jan-00
6/2/18,2018,6,2,11-Jan-00
6/3/18,2018,6,3,11-Jan-00
6/4/18,2018,6,4,11-Jan-00
6/5/18,2018,6,5,11-Jan-00
6/6/18,2018,6,6,11-Jan-00
6/7/18,2018,6,7,11-Jan-00
6/8/18,2018,6,8,12-Jan-00
6/9/18,2018,6,9,12-Jan-00
6/10/18,2018,6,10,12-Jan-00
6/11/18,2018,6,11,12-Jan-00
6/12/18,2018,6,12,12-Jan-00
13/6/2018,2018,6,13,12-Jan-00
14/6/2018,2018,6,14,12-Jan-00
15/6/2018,2018,6,15,12-Jan-00
16/6/2018,2018,6,16,13-Jan-00
17/6/2018,2018,6,17,13-Jan-00
18/6/2018,2018,6,18,13-Jan-00
19/6/2018,2018,6,19,13-Jan-00
20/6/2018,2018,6,20,13-Jan-00
21/6/2018,2018,6,21,13-Jan-00
22/6/2018,2018,6,22,13-Jan-00
23/6/2018,2018,6,23,13-Jan-00
24/6/2018,2018,6,24,13-Jan-00
25/6/2018,2018,6,25,13-Jan-00
26/6/2018,2018,6,26,14-Jan-00
27/6/2018,2018,6,27,14-Jan-00
28/6/2018,2018,6,28,14-Jan-00
29/6/2018,2018,6,29,14-Jan-00
30/6/2018,2018,6,30,14-Jan-00
7/1/18,2018,7,1,14-Jan-00
7/2/18,2018,7,2,14-Jan-00
7/3/18,2018,7,3,14-Jan-00
7/4/18,2018,7,4,14-Jan-00
7/5/18,2018,7,5,14-Jan-00
7/6/18,2018,7,6,14-Jan-00
7/7/18,2018,7,7,15-Jan-00
7/8/18,2018,7,8,15-Jan-00
7/9/18,2018,7,9,15-Jan-00
7/10/18,2018,7,10,15-Jan-00
7/11/18,2018,7,11,15-Jan-00
7/12/18,2018,7,12,15-Jan-00
13/7/2018,2018,7,13,15-Jan-00
14/7/2018,2018,7,14,15-Jan-00
15/7/2018,2018,7,15,15-Jan-00
16/7/2018,2018,7,16,15-Jan-00
17/7/2018,2018,7,17,15-Jan-00
18/7/2018,2018,7,18,15-Jan-00
19/7/2018,2018,7,19,15-Jan-00
20/7/2018,2018,7,20,15-Jan-00
21/7/2018,2018,7,21,15-Jan-00
22/7/2018,2018,7,22,16-Jan-00
23/7/2018,2018,7,23,16-Jan-00
24/7/2018,2018,7,24,16-Jan-00
25/7/2018,2018,7,25,16-Jan-00
26/7/2018,2018,7,26,16-Jan-00
27/7/2018,2018,7,27,16-Jan-00
28/7/2018,2018,7,28,16-Jan-00
29/7/2018,2018,7,29,16-Jan-00
30/7/2018,2018,7,30,16-Jan-00
31/7/2018,2018,7,31,16-Jan-00
8/1/18,2018,8,1,16-Jan-00
8/2/18,2018,8,2,16-Jan-00
8/3/18,2018,8,3,17-Jan-00
8/4/18,2018,8,4,16-Jan-00
8/5/18,2018,8,5,16-Jan-00
8/6/18,2018,8,6,17-Jan-00
8/7/18,2018,8,7,17-Jan-00
8/8/18,2018,8,8,17-Jan-00
8/9/18,2018,8,9,17-Jan-00
8/10/18,2018,8,10,17-Jan-00
8/11/18,2018,8,11,17-Jan-00
8/12/18,2018,8,12,17-Jan-00
13/8/2018,2018,8,13,17-Jan-00
14/8/2018,2018,8,14,17-Jan-00
15/8/2018,2018,8,15,17-Jan-00
16/8/2018,2018,8,16,17-Jan-00
17/8/2018,2018,8,17,17-Jan-00
18/8/2018,2018,8,18,17-Jan-00
19/8/2018,2018,8,19,17-Jan-00
20/8/2018,2018,8,20,17-Jan-00
21/8/2018,2018,8,21,17-Jan-00
22/8/2018,2018,8,22,17-Jan-00
23/8/2018,2018,8,23,17-Jan-00
24/8/2018,2018,8,24,17-Jan-00
25/8/2018,2018,8,25,17-Jan-00
26/8/2018,2018,8,26,17-Jan-00
27/8/2018,2018,8,27,17-Jan-00
28/8/2018,2018,8,28,17-Jan-00
29/8/2018,2018,8,29,17-Jan-00
30/8/2018,2018,8,30,17-Jan-00
31/8/2018,2018,8,31,17-Jan-00
9/1/18,2018,9,1,17-Jan-00
9/2/18,2018,9,2,17-Jan-00
9/3/18,2018,9,3,17-Jan-00
9/4/18,2018,9,4,17-Jan-00
9/5/18,2018,9,5,17-Jan-00
9/6/18,2018,9,6,17-Jan-00
9/7/18,2018,9,7,17-Jan-00
9/8/18,2018,9,8,17-Jan-00
9/9/18,2018,9,9,17-Jan-00
9/10/18,2018,9,10,17-Jan-00
9/11/18,2018,9,11,17-Jan-00
9/12/18,2018,9,12,17-Jan-00
13/9/2018,2018,9,13,17-Jan-00
14/9/2018,2018,9,14,17-Jan-00
15/9/2018,2018,9,15,17-Jan-00
16/9/2018,2018,9,16,17-Jan-00
17/9/2018,2018,9,17,17-Jan-00
18/9/2018,2018,9,18,17-Jan-00
19/9/2018,2018,9,19,18-Jan-00
20/9/2018,2018,9,20,18-Jan-00
21/9/2018,2018,9,21,18-Jan-00
22/9/2018,2018,9,22,18-Jan-00
23/9/2018,2018,9,23,18-Jan-00
24/9/2018,2018,9,24,18-Jan-00
25/9/2018,2018,9,25,18-Jan-00
26/9/2018,2018,9,26,18-Jan-00
27/9/2018,2018,9,27,18-Jan-00
28/9/2018,2018,9,28,18-Jan-00
29/9/2018,2018,9,29,18-Jan-00
30/9/2018,2018,9,30,18-Jan-00
10/1/18,2018,10,1,18-Jan-00
10/2/18,2018,10,2,18-Jan-00
10/3/18,2018,10,3,18-Jan-00
10/4/18,2018,10,4,18-Jan-00
10/5/18,2018,10,5,18-Jan-00
10/6/18,2018,10,6,18-Jan-00
10/7/18,2018,10,7,18-Jan-00
10/8/18,2018,10,8,18-Jan-00
10/9/18,2018,10,9,18-Jan-00
10/10/18,2018,10,10,18-Jan-00
10/11/18,2018,10,11,18-Jan-00
10/12/18,2018,10,12,18-Jan-00
13/10/2018,2018,10,13,17-Jan-00
14/10/2018,2018,10,14,17-Jan-00
15/10/2018,2018,10,15,17-Jan-00
16/10/2018,2018,10,16,17-Jan-00
17/10/2018,2018,10,17,17-Jan-00
18/10/2018,2018,10,18,17-Jan-00
19/10/2018,2018,10,19,17-Jan-00
20/10/2018,2018,10,20,17-Jan-00
21/10/2018,2018,10,21,17-Jan-00
22/10/2018,2018,10,22,17-Jan-00
23/10/2018,2018,10,23,17-Jan-00
24/10/2018,2018,10,24,17-Jan-00
25/10/2018,2018,10,25,17-Jan-00
26/10/2018,2018,10,26,17-Jan-00
27/10/2018,2018,10,27,17-Jan-00
28/10/2018,2018,10,28,17-Jan-00
29/10/2018,2018,10,29,17-Jan-00
30/10/2018,2018,10,30,16-Jan-00
31/10/2018,2018,10,31,16-Jan-00
11/1/18,2018,11,1,16-Jan-00
11/2/18,2018,11,2,16-Jan-00
11/3/18,2018,11,3,16-Jan-00
11/4/18,2018,11,4,16-Jan-00
11/5/18,2018,11,5,16-Jan-00
11/6/18,2018,11,6,16-Jan-00
11/7/18,2018,11,7,16-Jan-00
11/8/18,2018,11,8,15-Jan-00
11/9/18,2018,11,9,15-Jan-00
11/10/18,2018,11,10,15-Jan-00
11/11/18,2018,11,11,15-Jan-00
11/12/18,2018,11,12,15-Jan-00
13/11/2018,2018,11,13,15-Jan-00
14/11/2018,2018,11,14,15-Jan-00
15/11/2018,2018,11,15,15-Jan-00
16/11/2018,2018,11,16,15-Jan-00
17/11/2018,2018,11,17,14-Jan-00
18/11/2018,2018,11,18,14-Jan-00
19/11/2018,2018,11,19,14-Jan-00
20/11/2018,2018,11,20,14-Jan-00
21/11/2018,2018,11,21,14-Jan-00
22/11/2018,2018,11,22,14-Jan-00
23/11/2018,2018,11,23,14-Jan-00
24/11/2018,2018,11,24,14-Jan-00
25/11/2018,2018,11,25,13-Jan-00
26/11/2018,2018,11,26,13-Jan-00
27/11/2018,2018,11,27,13-Jan-00
28/11/2018,2018,11,28,13-Jan-00
29/11/2018,2018,11,29,13-Jan-00
30/11/2018,2018,11,30,13-Jan-00
12/1/18,2018,12,1,13-Jan-00
12/2/18,2018,12,2,12-Jan-00
12/3/18,2018,12,3,12-Jan-00
12/4/18,2018,12,4,12-Jan-00
12/5/18,2018,12,5,12-Jan-00
12/6/18,2018,12,6,12-Jan-00
12/7/18,2018,12,7,11-Jan-00
12/8/18,2018,12,8,11-Jan-00
12/9/18,2018,12,9,11-Jan-00
12/10/18,2018,12,10,10-Jan-00
12/11/18,2018,12,11,10-Jan-00
12/12/18,2018,12,12,10-Jan-00
13/12/2018,2018,12,13,10-Jan-00
14/12/2018,2018,12,14,9-Jan-00
15/12/2018,2018,12,15,9-Jan-00
16/12/2018,2018,12,16,9-Jan-00
17/12/2018,2018,12,17,9-Jan-00
18/12/2018,2018,12,18,8-Jan-00
19/12/2018,2018,12,19,8-Jan-00
20/12/2018,2018,12,20,7-Jan-00
21/12/2018,2018,12,21,7-Jan-00
22/12/2018,2018,12,22,7-Jan-00
23/12/2018,2018,12,23,6-Jan-00
24/12/2018,2018,12,24,6-Jan-00
25/12/2018,2018,12,25,6-Jan-00
26/12/2018,2018,12,26,6-Jan-00
27/12/2018,2018,12,27,5-Jan-00
28/12/2018,2018,12,28,5-Jan-00
29/12/2018,2018,12,29,5-Jan-00
30/12/2018,2018,12,30,5-Jan-00
31/12/2018,2018,12,31,5-Jan-00
1/1/19,2019,1,1,5-Jan-00
1/2/19,2019,1,2,5-Jan-00
1/3/19,2019,1,3,4-Jan-00
1/4/19,2019,1,4,4-Jan-00
1/5/19,2019,1,5,4-Jan-00
1/6/19,2019,1,6,4-Jan-00
1/7/19,2019,1,7,4-Jan-00
1/8/19,2019,1,8,4-Jan-00
1/9/19,2019,1,9,4-Jan-00
1/10/19,2019,1,10,4-Jan-00
1/11/19,2019,1,11,4-Jan-00
1/12/19,2019,1,12,4-Jan-00
13/1/2019,2019,1,13,3-Jan-00
14/1/2019,2019,1,14,3-Jan-00
15/1/2019,2019,1,15,3-Jan-00
16/1/2019,2019,1,16,3-Jan-00
17/1/2019,2019,1,17,3-Jan-00
18/1/2019,2019,1,18,3-Jan-00
19/1/2019,2019,1,19,3-Jan-00
20/1/2019,2019,1,20,3-Jan-00
21/1/2019,2019,1,21,3-Jan-00
22/1/2019,2019,1,22,3-Jan-00
23/1/2019,2019,1,23,3-Jan-00
24/1/2019,2019,1,24,3-Jan-00
