time,Year,Month,Day,SIE
10/2/13,2013,10,2,19-Jan-00
10/3/13,2013,10,3,19-Jan-00
10/4/13,2013,10,4,19-Jan-00
10/5/13,2013,10,5,19-Jan-00
10/6/13,2013,10,6,19-Jan-00
10/7/13,2013,10,7,19-Jan-00
10/8/13,2013,10,8,19-Jan-00
10/9/13,2013,10,9,19-Jan-00
10/10/13,2013,10,10,19-Jan-00
10/11/13,2013,10,11,19-Jan-00
10/12/13,2013,10,12,19-Jan-00
13/10/2013,2013,10,13,19-Jan-00
14/10/2013,2013,10,14,19-Jan-00
15/10/2013,2013,10,15,19-Jan-00
16/10/2013,2013,10,16,19-Jan-00
17/10/2013,2013,10,17,19-Jan-00
18/10/2013,2013,10,18,19-Jan-00
19/10/2013,2013,10,19,19-Jan-00
20/10/2013,2013,10,20,18-Jan-00
21/10/2013,2013,10,21,18-Jan-00
22/10/2013,2013,10,22,18-Jan-00
23/10/2013,2013,10,23,18-Jan-00
24/10/2013,2013,10,24,18-Jan-00
25/10/2013,2013,10,25,18-Jan-00
26/10/2013,2013,10,26,18-Jan-00
27/10/2013,2013,10,27,18-Jan-00
28/10/2013,2013,10,28,18-Jan-00
29/10/2013,2013,10,29,18-Jan-00
30/10/2013,2013,10,30,18-Jan-00
31/10/2013,2013,10,31,18-Jan-00
11/1/13,2013,11,1,18-Jan-00
11/2/13,2013,11,2,18-Jan-00
11/3/13,2013,11,3,18-Jan-00
11/4/13,2013,11,4,18-Jan-00
11/5/13,2013,11,5,17-Jan-00
11/6/13,2013,11,6,17-Jan-00
11/7/13,2013,11,7,17-Jan-00
11/8/13,2013,11,8,17-Jan-00
11/9/13,2013,11,9,17-Jan-00
11/10/13,2013,11,10,17-Jan-00
11/11/13,2013,11,11,17-Jan-00
11/12/13,2013,11,12,17-Jan-00
13/11/2013,2013,11,13,17-Jan-00
14/11/2013,2013,11,14,17-Jan-00
15/11/2013,2013,11,15,16-Jan-00
16/11/2013,2013,11,16,16-Jan-00
17/11/2013,2013,11,17,16-Jan-00
18/11/2013,2013,11,18,16-Jan-00
19/11/2013,2013,11,19,16-Jan-00
20/11/2013,2013,11,20,16-Jan-00
21/11/2013,2013,11,21,16-Jan-00
22/11/2013,2013,11,22,16-Jan-00
23/11/2013,2013,11,23,16-Jan-00
24/11/2013,2013,11,24,15-Jan-00
25/11/2013,2013,11,25,15-Jan-00
26/11/2013,2013,11,26,15-Jan-00
27/11/2013,2013,11,27,15-Jan-00
28/11/2013,2013,11,28,15-Jan-00
29/11/2013,2013,11,29,15-Jan-00
30/11/2013,2013,11,30,15-Jan-00
12/1/13,2013,12,1,14-Jan-00
12/2/13,2013,12,2,14-Jan-00
12/3/13,2013,12,3,14-Jan-00
12/4/13,2013,12,4,14-Jan-00
12/5/13,2013,12,5,14-Jan-00
12/6/13,2013,12,6,13-Jan-00
12/7/13,2013,12,7,13-Jan-00
12/8/13,2013,12,8,13-Jan-00
12/9/13,2013,12,9,13-Jan-00
12/10/13,2013,12,10,13-Jan-00
12/11/13,2013,12,11,12-Jan-00
12/12/13,2013,12,12,12-Jan-00
13/12/2013,2013,12,13,12-Jan-00
14/12/2013,2013,12,14,12-Jan-00
15/12/2013,2013,12,15,12-Jan-00
16/12/2013,2013,12,16,11-Jan-00
17/12/2013,2013,12,17,11-Jan-00
18/12/2013,2013,12,18,11-Jan-00
19/12/2013,2013,12,19,11-Jan-00
20/12/2013,2013,12,20,11-Jan-00
21/12/2013,2013,12,21,11-Jan-00
22/12/2013,2013,12,22,10-Jan-00
23/12/2013,2013,12,23,10-Jan-00
24/12/2013,2013,12,24,10-Jan-00
25/12/2013,2013,12,25,9-Jan-00
26/12/2013,2013,12,26,9-Jan-00
27/12/2013,2013,12,27,9-Jan-00
28/12/2013,2013,12,28,9-Jan-00
29/12/2013,2013,12,29,9-Jan-00
30/12/2013,2013,12,30,8-Jan-00
31/12/2013,2013,12,31,8-Jan-00
1/1/14,2014,1,1,8-Jan-00
1/2/14,2014,1,2,8-Jan-00
1/3/14,2014,1,3,8-Jan-00
1/4/14,2014,1,4,8-Jan-00
1/5/14,2014,1,5,7-Jan-00
1/6/14,2014,1,6,7-Jan-00
1/7/14,2014,1,7,7-Jan-00
1/8/14,2014,1,8,7-Jan-00
1/9/14,2014,1,9,7-Jan-00
1/10/14,2014,1,10,7-Jan-00
1/11/14,2014,1,11,6-Jan-00
1/12/14,2014,1,12,6-Jan-00
13/1/2014,2014,1,13,6-Jan-00
14/1/2014,2014,1,14,6-Jan-00
15/1/2014,2014,1,15,6-Jan-00
16/1/2014,2014,1,16,6-Jan-00
17/1/2014,2014,1,17,6-Jan-00
18/1/2014,2014,1,18,5-Jan-00
19/1/2014,2014,1,19,5-Jan-00
20/1/2014,2014,1,20,5-Jan-00
21/1/2014,2014,1,21,5-Jan-00
22/1/2014,2014,1,22,5-Jan-00
23/1/2014,2014,1,23,5-Jan-00
24/1/2014,2014,1,24,5-Jan-00
25/1/2014,2014,1,25,5-Jan-00
26/1/2014,2014,1,26,5-Jan-00
27/1/2014,2014,1,27,4-Jan-00
28/1/2014,2014,1,28,4-Jan-00
29/1/2014,2014,1,29,4-Jan-00
30/1/2014,2014,1,30,4-Jan-00
31/1/2014,2014,1,31,4-Jan-00
2/1/14,2014,2,1,4-Jan-00
2/2/14,2014,2,2,4-Jan-00
2/3/14,2014,2,3,4-Jan-00
2/4/14,2014,2,4,4-Jan-00
2/5/14,2014,2,5,4-Jan-00
2/6/14,2014,2,6,4-Jan-00
2/7/14,2014,2,7,4-Jan-00
2/8/14,2014,2,8,3-Jan-00
2/9/14,2014,2,9,3-Jan-00
2/10/14,2014,2,10,3-Jan-00
2/11/14,2014,2,11,3-Jan-00
2/12/14,2014,2,12,3-Jan-00
13/2/2014,2014,2,13,3-Jan-00
14/2/2014,2014,2,14,3-Jan-00
15/2/2014,2014,2,15,3-Jan-00
16/2/2014,2014,2,16,3-Jan-00
17/2/2014,2014,2,17,3-Jan-00
18/2/2014,2014,2,18,3-Jan-00
19/2/2014,2014,2,19,3-Jan-00
20/2/2014,2014,2,20,3-Jan-00
21/2/2014,2014,2,21,3-Jan-00
22/2/2014,2014,2,22,3-Jan-00
23/2/2014,2014,2,23,3-Jan-00
24/2/2014,2014,2,24,3-Jan-00
25/2/2014,2014,2,25,3-Jan-00
26/2/2014,2014,2,26,3-Jan-00
27/2/2014,2014,2,27,3-Jan-00
28/2/2014,2014,2,28,3-Jan-00
3/1/14,2014,3,1,3-Jan-00
3/2/14,2014,3,2,3-Jan-00
3/3/14,2014,3,3,3-Jan-00
3/4/14,2014,3,4,3-Jan-00
3/5/14,2014,3,5,4-Jan-00
3/6/14,2014,3,6,4-Jan-00
3/7/14,2014,3,7,4-Jan-00
3/8/14,2014,3,8,4-Jan-00
3/9/14,2014,3,9,4-Jan-00
3/10/14,2014,3,10,4-Jan-00
3/11/14,2014,3,11,4-Jan-00
3/12/14,2014,3,12,4-Jan-00
13/3/2014,2014,3,13,4-Jan-00
14/3/2014,2014,3,14,4-Jan-00
15/3/2014,2014,3,15,4-Jan-00
16/3/2014,2014,3,16,4-Jan-00
17/3/2014,2014,3,17,4-Jan-00
18/3/2014,2014,3,18,4-Jan-00
19/3/2014,2014,3,19,4-Jan-00
20/3/2014,2014,3,20,5-Jan-00
21/3/2014,2014,3,21,5-Jan-00
22/3/2014,2014,3,22,5-Jan-00
23/3/2014,2014,3,23,5-Jan-00
24/3/2014,2014,3,24,5-Jan-00
25/3/2014,2014,3,25,5-Jan-00
26/3/2014,2014,3,26,5-Jan-00
27/3/2014,2014,3,27,6-Jan-00
28/3/2014,2014,3,28,6-Jan-00
29/3/2014,2014,3,29,6-Jan-00
30/3/2014,2014,3,30,6-Jan-00
31/3/2014,2014,3,31,6-Jan-00
4/1/14,2014,4,1,6-Jan-00
4/2/14,2014,4,2,6-Jan-00
4/3/14,2014,4,3,6-Jan-00
4/4/14,2014,4,4,6-Jan-00
4/5/14,2014,4,5,7-Jan-00
4/6/14,2014,4,6,7-Jan-00
4/7/14,2014,4,7,7-Jan-00
4/8/14,2014,4,8,7-Jan-00
4/9/14,2014,4,9,7-Jan-00
4/10/14,2014,4,10,7-Jan-00
4/11/14,2014,4,11,7-Jan-00
4/12/14,2014,4,12,8-Jan-00
13/4/2014,2014,4,13,8-Jan-00
14/4/2014,2014,4,14,8-Jan-00
15/4/2014,2014,4,15,8-Jan-00
16/4/2014,2014,4,16,8-Jan-00
17/4/2014,2014,4,17,8-Jan-00
18/4/2014,2014,4,18,8-Jan-00
19/4/2014,2014,4,19,8-Jan-00
20/4/2014,2014,4,20,8-Jan-00
21/4/2014,2014,4,21,9-Jan-00
22/4/2014,2014,4,22,9-Jan-00
23/4/2014,2014,4,23,9-Jan-00
24/4/2014,2014,4,24,9-Jan-00
25/4/2014,2014,4,25,9-Jan-00
26/4/2014,2014,4,26,9-Jan-00
27/4/2014,2014,4,27,9-Jan-00
28/4/2014,2014,4,28,9-Jan-00
29/4/2014,2014,4,29,9-Jan-00
30/4/2014,2014,4,30,9-Jan-00
5/1/14,2014,5,1,9-Jan-00
5/2/14,2014,5,2,10-Jan-00
5/3/14,2014,5,3,10-Jan-00
5/4/14,2014,5,4,10-Jan-00
5/5/14,2014,5,5,10-Jan-00
5/6/14,2014,5,6,10-Jan-00
5/7/14,2014,5,7,10-Jan-00
5/8/14,2014,5,8,10-Jan-00
5/9/14,2014,5,9,10-Jan-00
5/10/14,2014,5,10,10-Jan-00
5/11/14,2014,5,11,10-Jan-00
5/12/14,2014,5,12,11-Jan-00
13/5/2014,2014,5,13,11-Jan-00
14/5/2014,2014,5,14,11-Jan-00
15/5/2014,2014,5,15,11-Jan-00
16/5/2014,2014,5,16,11-Jan-00
17/5/2014,2014,5,17,11-Jan-00
18/5/2014,2014,5,18,11-Jan-00
19/5/2014,2014,5,19,11-Jan-00
20/5/2014,2014,5,20,11-Jan-00
21/5/2014,2014,5,21,12-Jan-00
22/5/2014,2014,5,22,12-Jan-00
23/5/2014,2014,5,23,12-Jan-00
24/5/2014,2014,5,24,12-Jan-00
25/5/2014,2014,5,25,12-Jan-00
26/5/2014,2014,5,26,12-Jan-00
27/5/2014,2014,5,27,12-Jan-00
28/5/2014,2014,5,28,12-Jan-00
29/5/2014,2014,5,29,12-Jan-00
30/5/2014,2014,5,30,12-Jan-00
31/5/2014,2014,5,31,12-Jan-00
6/1/14,2014,6,1,13-Jan-00
6/2/14,2014,6,2,13-Jan-00
6/3/14,2014,6,3,13-Jan-00
6/4/14,2014,6,4,13-Jan-00
6/5/14,2014,6,5,13-Jan-00
6/6/14,2014,6,6,13-Jan-00
6/7/14,2014,6,7,13-Jan-00
6/8/14,2014,6,8,13-Jan-00
6/9/14,2014,6,9,13-Jan-00
6/10/14,2014,6,10,13-Jan-00
6/11/14,2014,6,11,14-Jan-00
6/12/14,2014,6,12,14-Jan-00
13/6/2014,2014,6,13,14-Jan-00
14/6/2014,2014,6,14,14-Jan-00
15/6/2014,2014,6,15,14-Jan-00
16/6/2014,2014,6,16,14-Jan-00
17/6/2014,2014,6,17,14-Jan-00
18/6/2014,2014,6,18,15-Jan-00
19/6/2014,2014,6,19,15-Jan-00
20/6/2014,2014,6,20,15-Jan-00
21/6/2014,2014,6,21,15-Jan-00
22/6/2014,2014,6,22,15-Jan-00
23/6/2014,2014,6,23,15-Jan-00
24/6/2014,2014,6,24,15-Jan-00
25/6/2014,2014,6,25,15-Jan-00
26/6/2014,2014,6,26,15-Jan-00
27/6/2014,2014,6,27,15-Jan-00
28/6/2014,2014,6,28,16-Jan-00
29/6/2014,2014,6,29,16-Jan-00
30/6/2014,2014,6,30,16-Jan-00
7/1/14,2014,7,1,16-Jan-00
7/2/14,2014,7,2,16-Jan-00
7/3/14,2014,7,3,16-Jan-00
7/4/14,2014,7,4,16-Jan-00
7/5/14,2014,7,5,16-Jan-00
7/6/14,2014,7,6,16-Jan-00
7/7/14,2014,7,7,16-Jan-00
7/8/14,2014,7,8,16-Jan-00
7/9/14,2014,7,9,16-Jan-00
7/10/14,2014,7,10,16-Jan-00
7/11/14,2014,7,11,16-Jan-00
7/12/14,2014,7,12,16-Jan-00
13/7/2014,2014,7,13,16-Jan-00
14/7/2014,2014,7,14,16-Jan-00
15/7/2014,2014,7,15,16-Jan-00
16/7/2014,2014,7,16,16-Jan-00
17/7/2014,2014,7,17,16-Jan-00
18/7/2014,2014,7,18,17-Jan-00
19/7/2014,2014,7,19,17-Jan-00
20/7/2014,2014,7,20,17-Jan-00
21/7/2014,2014,7,21,17-Jan-00
22/7/2014,2014,7,22,17-Jan-00
23/7/2014,2014,7,23,17-Jan-00
24/7/2014,2014,7,24,17-Jan-00
25/7/2014,2014,7,25,17-Jan-00
26/7/2014,2014,7,26,17-Jan-00
27/7/2014,2014,7,27,17-Jan-00
28/7/2014,2014,7,28,17-Jan-00
29/7/2014,2014,7,29,17-Jan-00
30/7/2014,2014,7,30,18-Jan-00
31/7/2014,2014,7,31,18-Jan-00
8/1/14,2014,8,1,18-Jan-00
8/2/14,2014,8,2,18-Jan-00
8/3/14,2014,8,3,18-Jan-00
8/4/14,2014,8,4,18-Jan-00
8/5/14,2014,8,5,18-Jan-00
8/6/14,2014,8,6,18-Jan-00
8/7/14,2014,8,7,18-Jan-00
8/8/14,2014,8,8,18-Jan-00
8/9/14,2014,8,9,18-Jan-00
8/10/14,2014,8,10,18-Jan-00
8/11/14,2014,8,11,18-Jan-00
8/12/14,2014,8,12,18-Jan-00
13/8/2014,2014,8,13,18-Jan-00
14/8/2014,2014,8,14,19-Jan-00
15/8/2014,2014,8,15,19-Jan-00
16/8/2014,2014,8,16,19-Jan-00
17/8/2014,2014,8,17,18-Jan-00
18/8/2014,2014,8,18,19-Jan-00
19/8/2014,2014,8,19,19-Jan-00
20/8/2014,2014,8,20,19-Jan-00
21/8/2014,2014,8,21,19-Jan-00
22/8/2014,2014,8,22,19-Jan-00
23/8/2014,2014,8,23,19-Jan-00
24/8/2014,2014,8,24,19-Jan-00
25/8/2014,2014,8,25,19-Jan-00
26/8/2014,2014,8,26,18-Jan-00
27/8/2014,2014,8,27,19-Jan-00
28/8/2014,2014,8,28,19-Jan-00
29/8/2014,2014,8,29,19-Jan-00
30/8/2014,2014,8,30,19-Jan-00
31/8/2014,2014,8,31,19-Jan-00
9/1/14,2014,9,1,19-Jan-00
9/2/14,2014,9,2,19-Jan-00
9/3/14,2014,9,3,19-Jan-00
9/4/14,2014,9,4,19-Jan-00
9/5/14,2014,9,5,19-Jan-00
9/6/14,2014,9,6,19-Jan-00
9/7/14,2014,9,7,19-Jan-00
9/8/14,2014,9,8,19-Jan-00
9/9/14,2014,9,9,19-Jan-00
9/10/14,2014,9,10,19-Jan-00
9/11/14,2014,9,11,19-Jan-00
9/12/14,2014,9,12,19-Jan-00
13/9/2014,2014,9,13,19-Jan-00
14/9/2014,2014,9,14,19-Jan-00
15/9/2014,2014,9,15,19-Jan-00
16/9/2014,2014,9,16,19-Jan-00
17/9/2014,2014,9,17,20-Jan-00
18/9/2014,2014,9,18,20-Jan-00
19/9/2014,2014,9,19,20-Jan-00
20/9/2014,2014,9,20,20-Jan-00
21/9/2014,2014,9,21,20-Jan-00
22/9/2014,2014,9,22,20-Jan-00
23/9/2014,2014,9,23,20-Jan-00
24/9/2014,2014,9,24,19-Jan-00
25/9/2014,2014,9,25,19-Jan-00
26/9/2014,2014,9,26,20-Jan-00
27/9/2014,2014,9,27,20-Jan-00
28/9/2014,2014,9,28,19-Jan-00
29/9/2014,2014,9,29,19-Jan-00
30/9/2014,2014,9,30,19-Jan-00
10/1/14,2014,10,1,19-Jan-00
10/2/14,2014,10,2,19-Jan-00
10/3/14,2014,10,3,19-Jan-00
10/4/14,2014,10,4,19-Jan-00
10/5/14,2014,10,5,19-Jan-00
10/6/14,2014,10,6,19-Jan-00
10/7/14,2014,10,7,19-Jan-00
10/8/14,2014,10,8,19-Jan-00
10/9/14,2014,10,9,19-Jan-00
10/10/14,2014,10,10,19-Jan-00
10/11/14,2014,10,11,19-Jan-00
10/12/14,2014,10,12,19-Jan-00
13/10/2014,2014,10,13,19-Jan-00
14/10/2014,2014,10,14,19-Jan-00
15/10/2014,2014,10,15,19-Jan-00
16/10/2014,2014,10,16,18-Jan-00
17/10/2014,2014,10,17,18-Jan-00
18/10/2014,2014,10,18,18-Jan-00
19/10/2014,2014,10,19,18-Jan-00
20/10/2014,2014,10,20,18-Jan-00
21/10/2014,2014,10,21,18-Jan-00
22/10/2014,2014,10,22,18-Jan-00
23/10/2014,2014,10,23,18-Jan-00
24/10/2014,2014,10,24,18-Jan-00
25/10/2014,2014,10,25,18-Jan-00
26/10/2014,2014,10,26,18-Jan-00
27/10/2014,2014,10,27,18-Jan-00
28/10/2014,2014,10,28,18-Jan-00
29/10/2014,2014,10,29,18-Jan-00
30/10/2014,2014,10,30,18-Jan-00
31/10/2014,2014,10,31,18-Jan-00
11/1/14,2014,11,1,18-Jan-00
11/2/14,2014,11,2,17-Jan-00
11/3/14,2014,11,3,17-Jan-00
11/4/14,2014,11,4,17-Jan-00
11/5/14,2014,11,5,17-Jan-00
11/6/14,2014,11,6,17-Jan-00
11/7/14,2014,11,7,17-Jan-00
11/8/14,2014,11,8,17-Jan-00
11/9/14,2014,11,9,17-Jan-00
11/10/14,2014,11,10,17-Jan-00
11/11/14,2014,11,11,17-Jan-00
11/12/14,2014,11,12,16-Jan-00
13/11/2014,2014,11,13,16-Jan-00
14/11/2014,2014,11,14,16-Jan-00
15/11/2014,2014,11,15,16-Jan-00
16/11/2014,2014,11,16,16-Jan-00
17/11/2014,2014,11,17,16-Jan-00
18/11/2014,2014,11,18,16-Jan-00
19/11/2014,2014,11,19,16-Jan-00
20/11/2014,2014,11,20,15-Jan-00
21/11/2014,2014,11,21,15-Jan-00
22/11/2014,2014,11,22,15-Jan-00
23/11/2014,2014,11,23,15-Jan-00
24/11/2014,2014,11,24,15-Jan-00
25/11/2014,2014,11,25,15-Jan-00
26/11/2014,2014,11,26,15-Jan-00
27/11/2014,2014,11,27,14-Jan-00
28/11/2014,2014,11,28,14-Jan-00
29/11/2014,2014,11,29,14-Jan-00
30/11/2014,2014,11,30,14-Jan-00
12/1/14,2014,12,1,14-Jan-00
12/2/14,2014,12,2,14-Jan-00
12/3/14,2014,12,3,14-Jan-00
12/4/14,2014,12,4,14-Jan-00
12/5/14,2014,12,5,13-Jan-00
12/6/14,2014,12,6,13-Jan-00
12/7/14,2014,12,7,13-Jan-00
12/8/14,2014,12,8,13-Jan-00
12/9/14,2014,12,9,13-Jan-00
12/10/14,2014,12,10,13-Jan-00
12/11/14,2014,12,11,12-Jan-00
12/12/14,2014,12,12,12-Jan-00
13/12/2014,2014,12,13,12-Jan-00
14/12/2014,2014,12,14,12-Jan-00
15/12/2014,2014,12,15,12-Jan-00
16/12/2014,2014,12,16,12-Jan-00
17/12/2014,2014,12,17,11-Jan-00
18/12/2014,2014,12,18,11-Jan-00
19/12/2014,2014,12,19,11-Jan-00
20/12/2014,2014,12,20,11-Jan-00
21/12/2014,2014,12,21,11-Jan-00
22/12/2014,2014,12,22,10-Jan-00
23/12/2014,2014,12,23,10-Jan-00
24/12/2014,2014,12,24,10-Jan-00
25/12/2014,2014,12,25,10-Jan-00
26/12/2014,2014,12,26,10-Jan-00
27/12/2014,2014,12,27,9-Jan-00
28/12/2014,2014,12,28,9-Jan-00
29/12/2014,2014,12,29,9-Jan-00
30/12/2014,2014,12,30,9-Jan-00
31/12/2014,2014,12,31,9-Jan-00
1/1/15,2015,1,1,9-Jan-00
1/2/15,2015,1,2,9-Jan-00
1/3/15,2015,1,3,9-Jan-00
1/4/15,2015,1,4,8-Jan-00
1/5/15,2015,1,5,8-Jan-00
1/6/15,2015,1,6,8-Jan-00
1/7/15,2015,1,7,8-Jan-00
1/8/15,2015,1,8,8-Jan-00
1/9/15,2015,1,9,8-Jan-00
1/10/15,2015,1,10,8-Jan-00
1/11/15,2015,1,11,7-Jan-00
1/12/15,2015,1,12,7-Jan-00
13/1/2015,2015,1,13,7-Jan-00
14/1/2015,2015,1,14,7-Jan-00
15/1/2015,2015,1,15,7-Jan-00
16/1/2015,2015,1,16,7-Jan-00
17/1/2015,2015,1,17,6-Jan-00
18/1/2015,2015,1,18,6-Jan-00
19/1/2015,2015,1,19,6-Jan-00
20/1/2015,2015,1,20,5-Jan-00
21/1/2015,2015,1,21,5-Jan-00
22/1/2015,2015,1,22,5-Jan-00
23/1/2015,2015,1,23,5-Jan-00
24/1/2015,2015,1,24,5-Jan-00
25/1/2015,2015,1,25,4-Jan-00
26/1/2015,2015,1,26,4-Jan-00
27/1/2015,2015,1,27,4-Jan-00
28/1/2015,2015,1,28,4-Jan-00
29/1/2015,2015,1,29,4-Jan-00
30/1/2015,2015,1,30,4-Jan-00
31/1/2015,2015,1,31,4-Jan-00
2/1/15,2015,2,1,4-Jan-00
2/2/15,2015,2,2,4-Jan-00
2/3/15,2015,2,3,4-Jan-00
2/4/15,2015,2,4,4-Jan-00
2/5/15,2015,2,5,4-Jan-00
2/6/15,2015,2,6,4-Jan-00
2/7/15,2015,2,7,3-Jan-00
2/8/15,2015,2,8,3-Jan-00
2/9/15,2015,2,9,3-Jan-00
2/10/15,2015,2,10,3-Jan-00
2/11/15,2015,2,11,3-Jan-00
2/12/15,2015,2,12,3-Jan-00
13/2/2015,2015,2,13,3-Jan-00
14/2/2015,2015,2,14,3-Jan-00
15/2/2015,2015,2,15,3-Jan-00
16/2/2015,2015,2,16,3-Jan-00
17/2/2015,2015,2,17,3-Jan-00
18/2/2015,2015,2,18,3-Jan-00
19/2/2015,2015,2,19,3-Jan-00
20/2/2015,2015,2,20,3-Jan-00
21/2/2015,2015,2,21,3-Jan-00
22/2/2015,2015,2,22,3-Jan-00
23/2/2015,2015,2,23,3-Jan-00
24/2/2015,2015,2,24,3-Jan-00
25/2/2015,2015,2,25,3-Jan-00
26/2/2015,2015,2,26,3-Jan-00
27/2/2015,2015,2,27,3-Jan-00
28/2/2015,2015,2,28,3-Jan-00
3/1/15,2015,3,1,3-Jan-00
3/2/15,2015,3,2,3-Jan-00
3/3/15,2015,3,3,3-Jan-00
3/4/15,2015,3,4,3-Jan-00
3/5/15,2015,3,5,3-Jan-00
3/6/15,2015,3,6,4-Jan-00
3/7/15,2015,3,7,4-Jan-00
3/8/15,2015,3,8,4-Jan-00
3/9/15,2015,3,9,4-Jan-00
3/10/15,2015,3,10,4-Jan-00
3/11/15,2015,3,11,4-Jan-00
3/12/15,2015,3,12,4-Jan-00
13/3/2015,2015,3,13,4-Jan-00
14/3/2015,2015,3,14,4-Jan-00
15/3/2015,2015,3,15,4-Jan-00
16/3/2015,2015,3,16,4-Jan-00
17/3/2015,2015,3,17,5-Jan-00
18/3/2015,2015,3,18,5-Jan-00
19/3/2015,2015,3,19,5-Jan-00
20/3/2015,2015,3,20,5-Jan-00
21/3/2015,2015,3,21,5-Jan-00
22/3/2015,2015,3,22,5-Jan-00
23/3/2015,2015,3,23,5-Jan-00
24/3/2015,2015,3,24,5-Jan-00
25/3/2015,2015,3,25,5-Jan-00
26/3/2015,2015,3,26,5-Jan-00
27/3/2015,2015,3,27,6-Jan-00
28/3/2015,2015,3,28,6-Jan-00
29/3/2015,2015,3,29,6-Jan-00
30/3/2015,2015,3,30,6-Jan-00
31/3/2015,2015,3,31,6-Jan-00
4/1/15,2015,4,1,6-Jan-00
4/2/15,2015,4,2,6-Jan-00
4/3/15,2015,4,3,6-Jan-00
4/4/15,2015,4,4,6-Jan-00
4/5/15,2015,4,5,6-Jan-00
4/6/15,2015,4,6,7-Jan-00
4/7/15,2015,4,7,7-Jan-00
4/8/15,2015,4,8,7-Jan-00
4/9/15,2015,4,9,7-Jan-00
4/10/15,2015,4,10,7-Jan-00
4/11/15,2015,4,11,7-Jan-00
4/12/15,2015,4,12,7-Jan-00
13/4/2015,2015,4,13,7-Jan-00
14/4/2015,2015,4,14,8-Jan-00
15/4/2015,2015,4,15,8-Jan-00
16/4/2015,2015,4,16,8-Jan-00
17/4/2015,2015,4,17,8-Jan-00
18/4/2015,2015,4,18,8-Jan-00
19/4/2015,2015,4,19,8-Jan-00
20/4/2015,2015,4,20,9-Jan-00
21/4/2015,2015,4,21,9-Jan-00
22/4/2015,2015,4,22,9-Jan-00
23/4/2015,2015,4,23,9-Jan-00
24/4/2015,2015,4,24,9-Jan-00
25/4/2015,2015,4,25,9-Jan-00
26/4/2015,2015,4,26,9-Jan-00
27/4/2015,2015,4,27,9-Jan-00
28/4/2015,2015,4,28,9-Jan-00
29/4/2015,2015,4,29,10-Jan-00
30/4/2015,2015,4,30,10-Jan-00
5/1/15,2015,5,1,10-Jan-00
5/2/15,2015,5,2,10-Jan-00
5/3/15,2015,5,3,10-Jan-00
5/4/15,2015,5,4,10-Jan-00
5/5/15,2015,5,5,10-Jan-00
5/6/15,2015,5,6,10-Jan-00
5/7/15,2015,5,7,10-Jan-00
5/8/15,2015,5,8,11-Jan-00
5/9/15,2015,5,9,11-Jan-00
5/10/15,2015,5,10,11-Jan-00
5/11/15,2015,5,11,11-Jan-00
5/12/15,2015,5,12,11-Jan-00
13/5/2015,2015,5,13,11-Jan-00
14/5/2015,2015,5,14,11-Jan-00
15/5/2015,2015,5,15,11-Jan-00
16/5/2015,2015,5,16,11-Jan-00
17/5/2015,2015,5,17,11-Jan-00
18/5/2015,2015,5,18,11-Jan-00
19/5/2015,2015,5,19,11-Jan-00
20/5/2015,2015,5,20,12-Jan-00
21/5/2015,2015,5,21,12-Jan-00
22/5/2015,2015,5,22,12-Jan-00
23/5/2015,2015,5,23,12-Jan-00
24/5/2015,2015,5,24,12-Jan-00
25/5/2015,2015,5,25,12-Jan-00
26/5/2015,2015,5,26,12-Jan-00
27/5/2015,2015,5,27,12-Jan-00
28/5/2015,2015,5,28,12-Jan-00
29/5/2015,2015,5,29,12-Jan-00
30/5/2015,2015,5,30,12-Jan-00
31/5/2015,2015,5,31,12-Jan-00
6/1/15,2015,6,1,12-Jan-00
6/2/15,2015,6,2,13-Jan-00
6/3/15,2015,6,3,13-Jan-00
6/4/15,2015,6,4,13-Jan-00
6/5/15,2015,6,5,13-Jan-00
6/6/15,2015,6,6,13-Jan-00
6/7/15,2015,6,7,13-Jan-00
6/8/15,2015,6,8,13-Jan-00
6/9/15,2015,6,9,13-Jan-00
6/10/15,2015,6,10,13-Jan-00
6/11/15,2015,6,11,13-Jan-00
6/12/15,2015,6,12,14-Jan-00
13/6/2015,2015,6,13,14-Jan-00
14/6/2015,2015,6,14,14-Jan-00
15/6/2015,2015,6,15,14-Jan-00
16/6/2015,2015,6,16,14-Jan-00
17/6/2015,2015,6,17,14-Jan-00
18/6/2015,2015,6,18,14-Jan-00
19/6/2015,2015,6,19,14-Jan-00
20/6/2015,2015,6,20,15-Jan-00
21/6/2015,2015,6,21,15-Jan-00
22/6/2015,2015,6,22,15-Jan-00
23/6/2015,2015,6,23,15-Jan-00
24/6/2015,2015,6,24,15-Jan-00
25/6/2015,2015,6,25,15-Jan-00
26/6/2015,2015,6,26,15-Jan-00
27/6/2015,2015,6,27,15-Jan-00
28/6/2015,2015,6,28,15-Jan-00
29/6/2015,2015,6,29,15-Jan-00
30/6/2015,2015,6,30,15-Jan-00
7/1/15,2015,7,1,15-Jan-00
7/2/15,2015,7,2,16-Jan-00
7/3/15,2015,7,3,16-Jan-00
7/4/15,2015,7,4,16-Jan-00
7/5/15,2015,7,5,16-Jan-00
7/6/15,2015,7,6,16-Jan-00
7/7/15,2015,7,7,16-Jan-00
7/8/15,2015,7,8,16-Jan-00
7/9/15,2015,7,9,16-Jan-00
7/10/15,2015,7,10,16-Jan-00
